firm_key,main_topic,num_words,para_order,prob
FULL CIRCLE BIOCHAR.txt,6,10,1,0.9181709289550781
FULL CIRCLE BIOCHAR.txt,0,28,2,0.968963086605072
FULL CIRCLE BIOCHAR.txt,2,22,3,0.9608665108680725
FULL CIRCLE BIOCHAR.txt,1,22,4,0.9608652591705322
FULL CIRCLE BIOCHAR.txt,2,27,5,0.9678539633750916
FULL CIRCLE BIOCHAR.txt,9,25,6,0.9653820395469666
FULL CIRCLE BIOCHAR.txt,2,15,7,0.9437456130981445
FULL CIRCLE BIOCHAR.txt,7,17,8,0.9499920606613159
FULL CIRCLE BIOCHAR.txt,3,13,9,0.9357109665870667
FULL CIRCLE BIOCHAR.txt,8,13,10,0.9357086420059204
FULL CIRCLE BIOCHAR.txt,7,19,11,0.9549976587295532
FULL CIRCLE BIOCHAR.txt,5,18,12,0.9526246786117554
FULL CIRCLE BIOCHAR.txt,6,15,13,0.9437469840049744
FULL CIRCLE BIOCHAR.txt,6,12,14,0.9307647347450256
Iogen Corporation.txt,6,10,1,0.9181709289550781
Iogen Corporation.txt,0,28,2,0.968963086605072
Iogen Corporation.txt,2,22,3,0.9608665108680725
Iogen Corporation.txt,1,22,4,0.9608653783798218
Iogen Corporation.txt,2,27,5,0.9678539633750916
Iogen Corporation.txt,9,25,6,0.9653822183609009
Iogen Corporation.txt,2,15,7,0.9437456727027893
Iogen Corporation.txt,7,17,8,0.949992835521698
Iogen Corporation.txt,3,13,9,0.9357109665870667
Iogen Corporation.txt,8,13,10,0.9357085824012756
Iogen Corporation.txt,7,19,11,0.9549976587295532
Iogen Corporation.txt,5,18,12,0.9526246786117554
Iogen Corporation.txt,6,15,13,0.9437467455863953
Iogen Corporation.txt,6,12,14,0.9307647347450256
