firm_name,url,li_emps,median_gw_emps,emp_diff,max_emps,size_state,state_diff,base_domain,subsidiary_adjust
GangaGen,gangagen.com/,57.0,,,57.0,FirmSize.EU_MEDIUM_FIRM,3,gangagen.com,0
Gardner-Gibson,gardner-gibson.com/,89.0,,,89.0,FirmSize.EU_MEDIUM_FIRM,3,gardner-gibson.com,0
Garland Industries,garlandco.com/,25.0,,,25.0,FirmSize.SMALL_FIRM,2,garlandco.com,0
Bi-Modal Corporation,gartner.com/it-glossary/bimodal,4.0,,,4.0,FirmSize.MICRO_FIRM,1,gartner.com,0
Gas Technology Institute,gastechnology.org/,401.0,2900.0,2499.0,2900.0,FirmSize.LARGE_FIRM,1,gastechnology.org,0
GCP Applied Technologies Inc.,gcpat.com/en,1000.0,2500.0,1500.0,2500.0,FirmSize.LARGE_FIRM,0,gcpat.com,0
GENERAL ELECTRIC COMPANY,ge.com/,2534.0,313000.0,310466.0,313000.0,FirmSize.LARGE_FIRM,0,ge.com,0
GED Intergrated Solution,gedusa.com/,111.0,,,111.0,FirmSize.EU_MEDIUM_FIRM,3,gedusa.com,0
GE Healthcare Limited,gehealthcare.com/,51373.0,1930.0,49443.0,51373.0,FirmSize.LARGE_FIRM,0,gehealthcare.com,0
Gemex Systems,gemex.com/,22.0,2.0,20.0,22.0,FirmSize.SMALL_FIRM,1,gemex.com,0
Genentech,gene.com/,21609.0,13300.0,8309.0,21609.0,FirmSize.LARGE_FIRM,0,gene.com,0
Genesco Inc.,genescopartners.com/,5.0,8200.0,8195.0,8200.0,FirmSize.LARGE_FIRM,4,genescopartners.com,0
Genisphere,genisphere.com/,19.0,,,19.0,FirmSize.SMALL_FIRM,2,genisphere.com,0
Genomatica,genomatica.com/,129.0,53.0,76.0,129.0,FirmSize.EU_MEDIUM_FIRM,0,genomatica.com,0
Genomic Health,genomichealth.com/,992.0,863.0,129.0,992.0,FirmSize.LARGE_FIRM,0,genomichealth.com,0
GIGA SOLAR FPC,gigasolarpv.com/,11.0,,,11.0,FirmSize.SMALL_FIRM,2,gigasolarpv.com,0
Gilead Sciences,gilead.com/,11289.0,10000.0,1289.0,11289.0,FirmSize.LARGE_FIRM,0,gilead.com,0
Gilead Connecticut,gileadcs.org/,,,,,FirmSize.UNDEFINED,0,gileadcs.org,0
GlassPoint Solar,glasspoint.com/,205.0,,,205.0,FirmSize.EU_MEDIUM_FIRM,3,glasspoint.com,0
GLIKNIK INC.,gliknik.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,gliknik.com,0
Sumitomo Electric Industries,global-sei.com/,1151.0,240308.5,239157.5,240308.5,FirmSize.LARGE_FIRM,0,global-sei.com,0
Canon Kabushiki Kaisha,global.canon/en/index.html,18.0,,,18.0,FirmSize.SMALL_FIRM,2,global.canon,0
Seiko Epson Corporation,global.epson.com/,1759.0,67605.0,65846.0,67605.0,FirmSize.LARGE_FIRM,0,global.epson.com,0
TDK Corporation,global.tdk.com/corp/en/index.htm,,93232.0,,93232.0,FirmSize.LARGE_FIRM,5,global.tdk.com,0
Global Eagle Entertainment Inc.,globaleagle.com/,,753.5,,753.5,FirmSize.LARGE_FIRM,5,globaleagle.com,0
Global Filtration Systems,globalfiltrationsystems.com/,28.0,,,28.0,FirmSize.SMALL_FIRM,2,globalfiltrationsystems.com,0
GLOBALFOUNDRIES Inc.,globalfoundries.com/,12117.0,6004.0,6113.0,12117.0,FirmSize.LARGE_FIRM,0,globalfoundries.com,0
Global OLED Technology LLC,globaloledtech.com/,48.0,,,48.0,FirmSize.SMALL_FIRM,2,globaloledtech.com,0
Globus Medical,globusmedical.com/,1425.0,1005.0,420.0,1425.0,FirmSize.LARGE_FIRM,0,globusmedical.com,0
Glucan Biorenewables LLC,glucanbio.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,glucanbio.com,0
GLYCON LLC,glycon.com/,15.0,,,15.0,FirmSize.SMALL_FIRM,2,glycon.com,0
GENERAL MOTORS LLC,gm.com/,116648.0,,,116648.0,FirmSize.LARGE_FIRM,5,gm.com,0
GOAL ZERO LLC,goalzero.com/,112.0,120.0,8.0,120.0,FirmSize.EU_MEDIUM_FIRM,0,goalzero.com,0
GOJO Industries,gojo.com/,1310.0,1100.0,210.0,1310.0,FirmSize.LARGE_FIRM,0,gojo.com,0
GOLBA LLC,golba.com/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,golba.com,0
Tanaka Kikinzoku Kogyo K.K.,gold.tanaka.co.jp/english/,20.0,3600.0,3580.0,3600.0,FirmSize.LARGE_FIRM,3,gold.tanaka.co.jp,0
G.D.O. Inc,golfdigest.co.jp/,45.0,,,45.0,FirmSize.SMALL_FIRM,2,golfdigest.co.jp,0
The Goodyear Tire & Rubber Company,goodyear.com/,19074.0,64000.0,44926.0,64000.0,FirmSize.LARGE_FIRM,0,goodyear.com,0
GOSOLARLIFE,gosolarlife.com/,,,,,FirmSize.UNDEFINED,0,gosolarlife.com,0
GENCO SCIENCES LLC,gpen.com/,2571.0,,,2571.0,FirmSize.LARGE_FIRM,5,gpen.com,0
Gracenote,gracenote.com/,1541.0,1025.0,516.0,1541.0,FirmSize.LARGE_FIRM,0,gracenote.com,0
Grain Processing Corporation,grainprocessing.com/,307.0,656.0,349.0,656.0,FirmSize.LARGE_FIRM,1,grainprocessing.com,0
Gram Power,grampower.com/about-us/,50.0,,,50.0,FirmSize.EU_MEDIUM_FIRM,3,grampower.com,0
Grandis Inc.,grandis.com/,8.0,30.0,22.0,30.0,FirmSize.SMALL_FIRM,1,grandis.com,0
Graphene Technologies,graphenetechnologies.com/,3.0,79.0,76.0,79.0,FirmSize.EU_MEDIUM_FIRM,2,graphenetechnologies.com,0
Green Extraction Technologies,greenextractiontechnologiesllc.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,greenextractiontechnologiesllc.com,0
Green Solar Transportation,greensolartransport.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,greensolartransport.com,0
Greyrock Energy,greyrock.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,greyrock.com,0
GROW ENERGY,growenergy.org/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,growenergy.org,0
GlaxoSmithKline Biologicals,gsk.com/,26.0,8815.0,8789.0,8815.0,FirmSize.LARGE_FIRM,3,gsk.com,0
Global Solar Water Power Systems,gswps.com/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,gswps.com,0
Gtech Corporation,gtech.co.uk/,92.0,2046.0,1954.0,2046.0,FirmSize.LARGE_FIRM,2,gtech.co.uk,0
GTherm,gtherm.net/,24.0,,,24.0,FirmSize.SMALL_FIRM,2,gtherm.net,0
Guardian Industries,guardian.com/en/index.html,8.0,17000.0,16992.0,17000.0,FirmSize.LARGE_FIRM,4,guardian.com,0
SunEdison Semiconductor Limited,gw-semi.com/,951.0,4400.0,3449.0,4400.0,FirmSize.LARGE_FIRM,0,gw-semi.com,0
Hadasit Medical Research Services & Development Company Ltd.,hadasit.co.il/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,hadasit.co.il,0
Halliburton Energy Services,halliburton.com/en-US/default.html,63780.0,55.0,63725.0,63780.0,FirmSize.LARGE_FIRM,2,halliburton.com,0
HAMAMATSU PHOTONICS K.K.,hamamatsu.com/jp/en/index.html,369.0,4878.0,4509.0,4878.0,FirmSize.LARGE_FIRM,1,hamamatsu.com,0
HARMAN INTERNATIONAL INDUSTRIES,harman.com/,12726.0,26598.5,13872.5,26598.5,FirmSize.LARGE_FIRM,0,harman.com,0
Harris Corporation,harris.com/,488.0,17500.0,17012.0,17500.0,FirmSize.LARGE_FIRM,1,harris.com,0
H R D CORPORATION,haywardrec.org/,76.0,,,76.0,FirmSize.EU_MEDIUM_FIRM,3,haywardrec.org,0
Headway Technologies,headway.com/,15.0,,,15.0,FirmSize.SMALL_FIRM,2,headway.com,0
Heat Seal LLC,heatsealco.com/,11.0,,,11.0,FirmSize.SMALL_FIRM,2,heatsealco.com,0
Heidelberger Druckmaschinen AG,heidelberg.com/,2789.0,11523.0,8734.0,11523.0,FirmSize.LARGE_FIRM,0,heidelberg.com,0
Heliae Development,heliae.com/,72.0,,,72.0,FirmSize.EU_MEDIUM_FIRM,3,heliae.com,0
Helios Focus LLC,heliosfocus.com/,69.0,,,69.0,FirmSize.EU_MEDIUM_FIRM,3,heliosfocus.com,0
Henkel AG & Co. KGaA,henkel.com/,1876.0,54995.5,53119.5,54995.5,FirmSize.LARGE_FIRM,0,henkel.com,0
Heraeus Precious Metals North America Conshohocken LLC,heraeus.com/us/group/home/home.aspx,2975.0,150.0,2825.0,2975.0,FirmSize.LARGE_FIRM,2,heraeus.com,0
HGST NETHERLANDS B.V.,hgst.com/,4913.0,,,4913.0,FirmSize.LARGE_FIRM,5,hgst.com,0
HIQ SOLAR,hiqsolar.com/,15.0,,,15.0,FirmSize.SMALL_FIRM,2,hiqsolar.com,0
Hitachi High-Technologies Corporation,hitachi-hightech.com/global/,62.0,10898.0,10836.0,10898.0,FirmSize.LARGE_FIRM,2,hitachi-hightech.com,0
Hitachi,hitachi.com/,10457.0,319565.5,309108.5,319565.5,FirmSize.LARGE_FIRM,0,hitachi.com,0
Hitachi Metals,hitachimetals.com/,276.0,16246.5,15970.5,16246.5,FirmSize.LARGE_FIRM,1,hitachimetals.com,0
The Henry M. Jackson Foundation for the Advancement of Military Medicine,hjf.org/,1380.0,250.0,1130.0,1380.0,FirmSize.LARGE_FIRM,1,hjf.org,0
HM3 Energy,hm3energy.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,hm3energy.com,0
HNO Greenfuels,hnogreenfuels.com/,5.0,,,5.0,FirmSize.MICRO_FIRM,1,hnogreenfuels.com,0
Hollingsworth & Vose Company,hollingsworth-vose.com/,14.0,,,14.0,FirmSize.SMALL_FIRM,2,hollingsworth-vose.com,0
Hollywood Trucks,hollywoodtrucksllc.com/,14.0,,,14.0,FirmSize.SMALL_FIRM,2,hollywoodtrucksllc.com,0
GEN-PROBE INCORPORATED,hologic.com/,703.0,,,703.0,FirmSize.LARGE_FIRM,5,hologic.com,0
Honda Motor Co.,honda.com/,8107.0,27500.0,19393.0,27500.0,FirmSize.LARGE_FIRM,0,honda.com,0
Honeywell International Inc.,honeywell.com/,9.0,131000.0,130991.0,131000.0,FirmSize.LARGE_FIRM,4,honeywell.com,0
Hosiden Corporation,hosiden.com/,25.0,8805.5,8780.5,8805.5,FirmSize.LARGE_FIRM,3,hosiden.com,0
HOWARD INDUSTRIES,howard-ind.com/,24.0,560.0,536.0,560.0,FirmSize.LARGE_FIRM,3,howard-ind.com,0
Hoya Corporation,hoyavision.com/,1121.0,37208.5,36087.5,37208.5,FirmSize.LARGE_FIRM,0,hoyavision.com,0
Hewlett Packard Enterprise Development LP,hpe.com/us/en/home.html,212204.0,60000.0,152204.0,212204.0,FirmSize.LARGE_FIRM,0,hpe.com,0
HRL Laboratories,hrl.com/,483.0,,,483.0,FirmSize.US_MEDIUM_FIRM,4,hrl.com,0
HTC Corporation,htc.com/us/,291.0,9706.5,9415.5,9706.5,FirmSize.LARGE_FIRM,1,htc.com,0
HTS,htstechnologies.com/,3.0,200.0,197.0,200.0,FirmSize.EU_MEDIUM_FIRM,2,htstechnologies.com,0
Narsys,narsystech.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,narsystech.com,0
Texas Instruments Deutschland GmbH,ti.com/,25182.0,29714.0,4532.0,29714.0,FirmSize.LARGE_FIRM,0,ti.com,1
King Electric Vehicles Inc.,king-electric.com/,2.0,90.0,88.0,90.0,FirmSize.EU_MEDIUM_FIRM,2,king-electric.com,0
FutureWei Technologies,huawei.com/us/,301.0,140.0,161.0,301.0,FirmSize.US_MEDIUM_FIRM,1,huawei.com,0
Humanetics Corporation,humaneticsatd.com/,262.0,,,262.0,FirmSize.US_MEDIUM_FIRM,4,humaneticsatd.com,0
Hunt Energy Enterprises LLC,huntenergyenterprises.com/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,huntenergyenterprises.com,0
Hunter Douglas Inc.,hunterdouglas.com/,2344.0,22744.0,20400.0,22744.0,FirmSize.LARGE_FIRM,0,hunterdouglas.com,0
Diamond Innovations,hyperionmt.com/,25.0,2000.0,1975.0,2000.0,FirmSize.LARGE_FIRM,3,hyperionmt.com,0
Hysitron Incorporated,hysitron.com/,44.0,,,44.0,FirmSize.SMALL_FIRM,2,hysitron.com,0
Hyundai Motor Company,hyundaiusa.com/,253.0,133731.5,133478.5,133731.5,FirmSize.LARGE_FIRM,1,hyundaiusa.com,0
The Iams Company,iams.com/,4.0,300.0,296.0,300.0,FirmSize.US_MEDIUM_FIRM,3,iams.com,0
iBio,ibioinc.com/,36.0,39.5,3.5,39.5,FirmSize.SMALL_FIRM,0,ibioinc.com,0
International Business Machines Corporation,ibm.com/us-en/,16.0,183725.0,183709.0,183725.0,FirmSize.LARGE_FIRM,3,ibm.com,0
IDEALAB,idealab.com/,12.0,,,12.0,FirmSize.SMALL_FIRM,2,idealab.com,0
Ideal Power Inc.,idealpower.com/,29.0,19.0,10.0,29.0,FirmSize.SMALL_FIRM,0,idealpower.com,0
IDEA TREE,ideatreepromos.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,ideatreepromos.com,0
IDEX Health & Science LLC,idex-hs.com/,181.0,,,181.0,FirmSize.EU_MEDIUM_FIRM,3,idex-hs.com,0
Integrated Device Technology,idt.com/,1936.0,1821.0,115.0,1936.0,FirmSize.LARGE_FIRM,0,idt.com,0
Integrated DNA Technologies,idtdna.com/,904.0,640.0,264.0,904.0,FirmSize.LARGE_FIRM,0,idtdna.com,0
Ignis Innovation,ignisinnovation.com/,32.0,,,32.0,FirmSize.SMALL_FIRM,2,ignisinnovation.com,0
Innovation Hammer,ihammerllc.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,ihammerllc.com,0
II-VI Incorporated,ii-vi.com/,10.0,,,10.0,FirmSize.SMALL_FIRM,2,ii-vi.com,0
NanoOncology,iinano.org/nanooncology,6.0,,,6.0,FirmSize.MICRO_FIRM,1,iinano.org,0
Intellectual Keystone Technology LLC,ikt.us.com/,106.0,,,106.0,FirmSize.EU_MEDIUM_FIRM,3,ikt.us.com,0
IMDS Corporation,imds-ohio.com,9.0,,,9.0,FirmSize.MICRO_FIRM,1,imds-ohio.com,0
IMEC,imec.org/,2639.0,2000.5,638.5,2639.0,FirmSize.LARGE_FIRM,0,imec.org,0
Immunolight,immunolight.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,immunolight.com,0
Imperial Innovations Limited,imperialinnovations.co.uk/,157.0,,,157.0,FirmSize.EU_MEDIUM_FIRM,3,imperialinnovations.co.uk,0
IMRA America,imra.com/,90.0,,,90.0,FirmSize.EU_MEDIUM_FIRM,3,imra.com,0
B.G. Negev Technologies and Applications Ltd.,in.bgu.ac.il/en/bgn/Pages/default.aspx,,,,,FirmSize.UNDEFINED,0,in.bgu.ac.il,0
Inaeris Technologies,inaeristech.com/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,inaeristech.com,0
iNanoBio LLC,inanobio.com/,9.0,,,9.0,FirmSize.MICRO_FIRM,1,inanobio.com,0
Incept LLC,inceptresults.com/,140.0,,,140.0,FirmSize.EU_MEDIUM_FIRM,3,inceptresults.com,0
Incyte Holdings Corporation,incyte.com/,9.0,980.0,971.0,980.0,FirmSize.LARGE_FIRM,4,incyte.com,0
American Air Liquide,industry.airliquide.us/,28694.0,32900.0,4206.0,32900.0,FirmSize.LARGE_FIRM,0,industry.airliquide.us,0
INENTEC INC.,inentec.com/,12.0,,,12.0,FirmSize.SMALL_FIRM,2,inentec.com,0
Infineon Technologies AG,infineon.com/,17028.0,40098.0,23070.0,40098.0,FirmSize.LARGE_FIRM,0,infineon.com,1
Infineon Technologies Americas Corp.,infineon.com/,17028.0,2532.5,14495.5,40098.0,FirmSize.LARGE_FIRM,0,infineon.com,1
Infinera Corporation,infinera.com/,15.0,2145.0,2130.0,2145.0,FirmSize.LARGE_FIRM,3,infinera.com,0
INFINEUM INTERNATIONAL LIMITED,infineum.com/,13.0,1005.5,992.5,1005.5,FirmSize.LARGE_FIRM,3,infineum.com,0
Innolux Corporation,innolux.com/Pages/EN/Index_EN.html,2130.0,60420.0,58290.0,60420.0,FirmSize.LARGE_FIRM,0,innolux.com,0
Inphenix,inphenix.com/,32.0,,,32.0,FirmSize.SMALL_FIRM,2,inphenix.com,0
Instron Corporation ,instron.us/en-us?region=North%20America,953.0,2000.0,1047.0,2000.0,FirmSize.LARGE_FIRM,0,instron.us,0
Greatbatch Ltd.,integer.net/,1246.0,10.0,1236.0,1246.0,FirmSize.LARGE_FIRM,3,integer.net,0
Intel Corporation,intel.com/content/us/en/homepage.html,3.0,96350.0,96347.0,96350.0,FirmSize.LARGE_FIRM,4,intel.com,0
Interez,interez.sk/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,interez.sk,0
Interface Performance Materials,interfacematerials.com/products/,141.0,219.0,78.0,219.0,FirmSize.EU_MEDIUM_FIRM,0,interfacematerials.com,0
Intermolecular,intermolecular.com/,135.0,105.0,30.0,135.0,FirmSize.EU_MEDIUM_FIRM,0,intermolecular.com,0
INTEVAC,intevac.com/,264.0,281.0,17.0,281.0,FirmSize.US_MEDIUM_FIRM,0,intevac.com,0
Integrated Nano-Technologies,intpalladium.com/,11.0,,,11.0,FirmSize.SMALL_FIRM,2,intpalladium.com,0
IntriEnergy Inc.,intrienergy.com/#!,,,,,FirmSize.UNDEFINED,0,intrienergy.com,0
Intuitive Surgical Operations,intuitive.com/,4719.0,2313.5,2405.5,4719.0,FirmSize.LARGE_FIRM,0,intuitive.com,0
Invensas Corporation,invensas.com/,835.0,,,835.0,FirmSize.LARGE_FIRM,5,invensas.com,1
Ziptronix,invensas.com/,8.0,,,835.0,FirmSize.LARGE_FIRM,1,invensas.com,1
Inventus Holdings,inventusholdings.com/,219.0,200.0,19.0,219.0,FirmSize.EU_MEDIUM_FIRM,0,inventusholdings.com,0
aTyr Pharma,investors.atyrpharma.com/,65.0,54.5,10.5,65.0,FirmSize.EU_MEDIUM_FIRM,0,investors.atyrpharma.com,0
InView Technology Corporation,inview.tv/,76.0,,,76.0,FirmSize.EU_MEDIUM_FIRM,3,inview.tv,0
INVISTA North America S.a.r.l.,invista.com/,4658.0,,,4658.0,FirmSize.LARGE_FIRM,5,invista.com,0
Iogen Corporation,iogen.ca/,64.0,3789.0,3725.0,3789.0,FirmSize.LARGE_FIRM,2,iogen.ca,0
Isis Pharmaceuticals,ionispharma.com/,560.0,,,560.0,FirmSize.LARGE_FIRM,5,ionispharma.com,0
Ion Power Group,ionpowergroup.com/,6.0,,,6.0,FirmSize.MICRO_FIRM,1,ionpowergroup.com,0
Quest Diagnostics Investments Incorporated,ir.questdiagnostics.com/,20531.0,45000.0,24469.0,45000.0,FirmSize.LARGE_FIRM,0,ir.questdiagnostics.com,0
Industrial Science & Technology Network,istninc.com/home.htm,2.0,,,2.0,FirmSize.MICRO_FIRM,1,istninc.com,0
International Technology Center,itc-inc.org/,10.0,12000.0,11990.0,12000.0,FirmSize.LARGE_FIRM,3,itc-inc.org,0
ITN Energy Systems,itnes.com/,28.0,,,28.0,FirmSize.SMALL_FIRM,2,itnes.com,0
Industrial Technology Research Institute,itri.org.tw/eng/,6.0,6000.0,5994.0,6000.0,FirmSize.LARGE_FIRM,4,itri.org.t,0
Illinois Tool Works,itw.com/,5604.0,50000.0,44396.0,50000.0,FirmSize.LARGE_FIRM,0,itw.com,0
Ivoclar Vivadent AG,ivoclarvivadent.com/,1269.0,,,1269.0,FirmSize.LARGE_FIRM,5,ivoclarvivadent.com,0
JOLED Inc.,j-oled.com/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,j-oled.com,0
JAC Products Inc.,jacproducts.com/,629.0,3273.5,2644.5,3273.5,FirmSize.LARGE_FIRM,0,jacproducts.com,0
Janssen Biotech,janssen.com/,17858.0,14600.0,3258.0,17858.0,FirmSize.LARGE_FIRM,0,janssen.com,0
The Jackson Laboratory,jax.org/,,1725.0,,1725.0,FirmSize.LARGE_FIRM,5,jax.org,0
J. E. WHITE,jewhites.com.au/,4.0,,,4.0,FirmSize.MICRO_FIRM,1,jewhites.com.au,0
JFE STEEL CORPORATION,jfe-steel.co.jp/en/,23.0,51526.0,51503.0,51526.0,FirmSize.LARGE_FIRM,3,jfe-steel.co.jp,0
Johnson & Johnson Vision Care,jjvision.com/,3891.0,735.0,3156.0,3891.0,FirmSize.LARGE_FIRM,0,jjvision.com,0
Johns Manville,jm.com/,2614.0,5082.5,2468.5,5082.5,FirmSize.LARGE_FIRM,0,jm.com,0
JNC Corporation,jncwheels.com/,,1596.5,,1596.5,FirmSize.LARGE_FIRM,5,jncwheels.com,0
Johnson & Johnson Consumer Companies,jnj.com/healthcare-products/consumer,86737.0,134000.0,47263.0,134000.0,FirmSize.LARGE_FIRM,0,jnj.com,0
Johnson Controls Technology Company,johnsoncontrols.com/about-us/our-company,57744.0,139000.0,81256.0,139000.0,FirmSize.LARGE_FIRM,0,johnsoncontrols.com,0
JSR Corporation,jsr.vccs.edu/,,7203.0,,7203.0,FirmSize.LARGE_FIRM,5,jsr.vccs.edu,0
k-Space Associates,k-space.com/,16.0,,,16.0,FirmSize.SMALL_FIRM,2,k-space.com,0
Kajima Corporation,kajimausa.com/,157.0,16560.5,16403.5,16560.5,FirmSize.LARGE_FIRM,2,kajimausa.com,0
Kala Pharmaceuticals,kalarx.com/,129.0,21.5,107.5,129.0,FirmSize.EU_MEDIUM_FIRM,1,kalarx.com,0
Kamtec,kamtec.co.uk/,27.0,,,27.0,FirmSize.SMALL_FIRM,2,kamtec.co.uk,0
Kaneka Corporation,kaneka.co.jp/en/,180.0,10234.0,10054.0,10234.0,FirmSize.LARGE_FIRM,2,kaneka.co.jp,0
Kansai Paint Co.,kansai.com/,212.0,7870.5,7658.5,7870.5,FirmSize.LARGE_FIRM,2,kansai.com,0
Kashiv Pharma,kashivpharma.com/,100.0,,,100.0,FirmSize.EU_MEDIUM_FIRM,3,kashivpharma.com,0
Kemira OY,kemira.com/,2759.0,3649.0,890.0,3649.0,FirmSize.LARGE_FIRM,0,kemira.com,0
Kerr Corporation,kerrdental.com/,418.0,363.0,55.0,418.0,FirmSize.US_MEDIUM_FIRM,0,kerrdental.com,0
Kia Motors Corporation ,kia.com/us/en/home,2819.0,22346.0,19527.0,22346.0,FirmSize.LARGE_FIRM,0,kia.com,0
Fenwal,kidde-fenwal.com/,199.0,1447.5,1248.5,1447.5,FirmSize.LARGE_FIRM,2,kidde-fenwal.com,0
Kimberly-Clark Worldwide,kimberly-clark.com/en-us,10.0,,,10.0,FirmSize.SMALL_FIRM,2,kimberly-clark.com,0
Kinestral Technologies,kinestral.com/,114.0,105.0,9.0,114.0,FirmSize.EU_MEDIUM_FIRM,0,kinestral.com,0
Kinetech Power Company LLC,kinetechpower.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,kinetechpower.com,0
KINO LLC,kinolorber.com/,37.0,,,37.0,FirmSize.SMALL_FIRM,2,kinolorber.com,0
Kiverdi,kiverdi.com/,,,,,FirmSize.UNDEFINED,0,kiverdi.com,0
KJ BIOSCIENCES LLC,kjbiosciences.com/,2.0,,,2.0,FirmSize.MICRO_FIRM,1,kjbiosciences.com,0
KLA-Tencor Corporation,kla-tencor.com/,6966.0,,,6966.0,FirmSize.LARGE_FIRM,5,kla-tencor.com,0
Kobe Steel,kobelco.co.jp/english/,200.0,36019.0,35819.0,36019.0,FirmSize.LARGE_FIRM,2,kobelco.co.jp,0
Koch Biological Solutions,kochbiologicalsolutions.com/,46.0,65.0,19.0,65.0,FirmSize.EU_MEDIUM_FIRM,1,kochbiologicalsolutions.com,0
Eastman Kodak Company,kodak.com/us/en/corp/default.htm,8668.0,13100.0,4432.0,13100.0,FirmSize.LARGE_FIRM,0,kodak.com,0
Kodak Alaris Inc.,kodakalaris.com/,1683.0,700.0,983.0,1683.0,FirmSize.LARGE_FIRM,0,kodakalaris.com,0
KOLO TECHNOLOGIES,kolomedical.com/,15.0,,,15.0,FirmSize.SMALL_FIRM,2,kolomedical.com,0
KOLON INDUSTRIES,kolonindustries.com/eng/main.asp,393.0,703.0,310.0,703.0,FirmSize.LARGE_FIRM,1,kolonindustries.com,0
Kraton Polymers U.S. LLC,kraton.com/,,867.0,,867.0,FirmSize.LARGE_FIRM,5,kraton.com,0
KR Design House,krdesignhouse.com/,29.0,,,29.0,FirmSize.SMALL_FIRM,2,krdesignhouse.com,0
Kronos International Inc,kronos.com/,6823.0,2245.0,4578.0,6823.0,FirmSize.LARGE_FIRM,0,kronos.com,0
K.S. INTERNATIONAL CO.,ksandco.com/,3.0,,,3.0,FirmSize.MICRO_FIRM,1,ksandco.com,0
KUBIX INC.,kuebix.com/,10.0,,,10.0,FirmSize.SMALL_FIRM,2,kuebix.com,0
Kulite Semiconductor Products,kulite.com/,195.0,,,195.0,FirmSize.EU_MEDIUM_FIRM,3,kulite.com,0
Korea Kumho Petrochemical Co.,kumhopetrochemical.lookchem.com/,112.0,1323.5,1211.5,1323.5,FirmSize.LARGE_FIRM,2,kumhopetrochemical.lookchem.com,0
Kureha Corporation,kureha.co.jp/en/,14.0,2327.0,2313.0,2327.0,FirmSize.LARGE_FIRM,3,kureha.co.jp,0
KYOCERA DOCUMENT SOLUTIONS INC.,kyoceradocumentsolutions.com/,41.0,2300.0,2259.0,2300.0,FirmSize.LARGE_FIRM,3,kyoceradocumentsolutions.com,0
Lake Lite,lakelite.com/,573.0,,,573.0,FirmSize.LARGE_FIRM,5,lakelite.com,0
Lam Research Corporation,lamresearch.com/,8135.0,9400.0,1265.0,9400.0,FirmSize.LARGE_FIRM,0,lamresearch.com,1
Novellus Systems,lamresearch.com/,886.0,1468.0,582.0,9400.0,FirmSize.LARGE_FIRM,0,lamresearch.com,1
Landauer,landauer.com/,15.0,560.0,545.0,560.0,FirmSize.LARGE_FIRM,3,landauer.com,0
Los Alamos National Security,lansllc.com/,8066.0,,,8066.0,FirmSize.LARGE_FIRM,5,lansllc.com,0
Laserline Mfg.,laserlinemfg.com/,21.0,,,21.0,FirmSize.SMALL_FIRM,2,laserlinemfg.com,0
LATITUDE PHARMACEUTICALS INC.,latitudepharma.com/,23.0,,,23.0,FirmSize.SMALL_FIRM,2,latitudepharma.com,0
Lattice Semiconductor Corporation,latticesemi.com/,1004.0,834.0,170.0,1004.0,FirmSize.LARGE_FIRM,0,latticesemi.com,0
Leap Frogg,leapfrog.com/en-us/home,3.0,,,3.0,FirmSize.MICRO_FIRM,1,leapfrog.com,0
Lehigh Technologies,lehightechnologies.com/,49.0,50.0,1.0,50.0,FirmSize.EU_MEDIUM_FIRM,1,lehightechnologies.com,0
DRS Network & Imaging Systems,leonardodrs.com/,3682.0,1.0,3681.0,3682.0,FirmSize.LARGE_FIRM,4,leonardodrs.com,0
Lextar Electronics Corp.,lextar.com/?sn=32&lang=en-US,216.0,200.0,16.0,216.0,FirmSize.EU_MEDIUM_FIRM,0,lextar.com,0
LG Electronics Inc.,lg.com/us,44484.0,,,44484.0,FirmSize.LARGE_FIRM,5,lg.com,0
LG Display Co.,lgdisplay.com/eng/main,4584.0,,,4584.0,FirmSize.LARGE_FIRM,5,lgdisplay.com,0
LGS Innovations LLC,lgsinnovations.com/,1053.0,,,1053.0,FirmSize.LARGE_FIRM,5,lgsinnovations.com,0
LG NANOH2O,lgwatersolutions.com/en/main,2.0,,,2.0,FirmSize.MICRO_FIRM,1,lgwatersolutions.com,0
Longhorn Vaccines and Diagnostics,lhnvd.com/news#!,7.0,,,7.0,FirmSize.MICRO_FIRM,1,lhnvd.com,0
