"firm","lookup_firm","lookup_firm_web","hit_url","nano","green","synbio","count_all_ind","max_emps","size_state","sme","pages","num_words","avg_words_per_page","year.min.p..date...","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3","patent_pattern","rd_pattern","product_pattern","trial_pattern","demo_pattern","manufacturing_pattern","venture_pattern","investment_pattern","university_pattern","partnership_pattern","greenness_pattern","customization_pattern","awards_pattern","membership_pattern","customer_pattern","about_gen.count","about_exact.count","default_to_home","mean_i2017y","mean_cd2017y"
"Manta Instruments","Manta Instruments","Manta Instruments","mantainc.com/",1,0,0,1,8,"FirmSize.MICRO_FIRM",1,5,36612,7322.4,2017,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"MANUFACTURING RESOURCES INTERNATIONAL","MANUFACTURING RESOURCES","MANUFACTURING RESOURCES","resourcemfg.com/",1,0,0,1,8584,"FirmSize.LARGE_FIRM",0,33,131437,3982.93939393939,2009,91,1,1,1,1.95604395604396,4,0,0,0,1,1,7,0,0,0,2,0,0,2,1,1,2,1,0,4,0.00295914933333333
"Marathon Equipment Company","Marathon Equipment Company","Marathon Equipment Company","marathonequipment.com/",0,1,0,1,44,"FirmSize.SMALL_FIRM",1,47,190531,4053.85106382979,1980,25,1,1,1,1.84,2,0,0,0,0,0,8,0,0,0,2,3,5,0,1,5,2,1,0,6.625,0.1108370875
"Marine Biotech Inc.","Marine Biotech","Marine Biotech","marinebiotech.eu/",0,0,1,1,36,"FirmSize.SMALL_FIRM",1,78,411488,5275.48717948718,2002,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00719424
"Marine Polymer Technologies","Marine Polymer Technologies","Marine Polymer Technologies","marinepolymer.com/",1,0,0,1,35,"FirmSize.SMALL_FIRM",1,13,55279,4252.23076923077,1997,32,1,1.03125,1,2.875,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,15.5,-0.016954605
"Markel Corporation","Markel","Markel","markelcorp.com/",1,0,0,1,15600,"FirmSize.LARGE_FIRM",0,41,607510,14817.3170731707,1976,329,2,1.01215805471125,1,2.24924012158055,5,0,0,3,0,0,2,1,17,0,1,0,4,0,0,6,5,2,0,12.679012345679,0.140653802416667
"Masimo Semiconductor","Masimo Semiconductor","Masimo Semiconductor","masimosemiconductor.com/masimo-semiconductor/",0,1,0,1,3500,"FirmSize.LARGE_FIRM",0,9,24898,2766.44444444444,2013,3,1,1,1,3.66666666666667,5,0,3,0,0,0,6,0,0,0,2,0,8,0,0,10,1,1,0,78.3333333333333,0.487261666666667
"Materia","Materia","Materia","materia-inc.com/",0,0,1,1,120,"FirmSize.EU_MEDIUM_FIRM",1,31,143429,4626.74193548387,1977,33,1,1.21212121212121,1,3.42424242424242,4,4,28,5,5,3,49,5,6,9,20,5,14,9,1,13,8,2,0,9.58064516129032,0.00698247870967742
"MATERIALS ANALYSIS TECHNOLOGY (US) CORP.","MATERIALS ANALYSIS TECHNOLOGY (US) CORP","MATERIALS ANALYSIS TECHNOLOGY (US) CORP","ma-tek.com/about_us.php?act=rd",1,0,0,1,30,"FirmSize.SMALL_FIRM",1,33,126889,3845.12121212121,2015,3,2,1.66666666666667,1.5,5.33333333333333,4.5,0,30,13,24,13,21,1,5,2,8,1,10,7,0,10,10,7,0,0.666666666666667,-0.342105266666667
"Matrix Genetics","Matrix Genetics","Matrix Genetics","lumenbioscience.com/",0,0,1,1,2,"FirmSize.MICRO_FIRM",1,6,4606371,767728.5,2013,6,1,1,1,6.66666666666667,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.0172344
"Matrix Odyssey","Matrix Odyssey","Matrix Odyssey","",0,0,1,1,962,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2016,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Mattson Technology","Mattson Technology","Mattson Technology","mattson.com/",1,0,0,1,106000,"FirmSize.LARGE_FIRM",0,20,86421,4321.05,1996,154,1,1.02597402597403,1,3.45454545454545,3,5,17,8,5,5,59,3,6,13,33,0,17,5,3,18,8,2,0,16.987012987013,0.0116622506753247
"Maxim Integrated Products","Maxim Integrated Products","Maxim Integrated Products","maximintegrated.com/en.html",1,0,0,1,7149,"FirmSize.LARGE_FIRM",0,140,27204162,194315.442857143,1987,960,3,1.01145833333333,1,2.31354166666667,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58498435870699,0.0866267565172054
"MAXLINEAR","MAXLINEAR","MAXLINEAR","maxlinear.com/",1,0,0,1,753,"FirmSize.LARGE_FIRM",0,21,166334,7920.66666666667,2008,290,2,1,1,2.61379310344828,1.5,0,10,21,12,4,41,9,6,19,23,2,5,1,3,6,9,1,0,0.979310344827586,0.0261015751724138
"Maxout Renewables","Maxout Renewables","Maxout Renewables","maxoutrenewables.com/",0,1,0,1,3,"FirmSize.MICRO_FIRM",1,8,44178,5522.25,2014,6,2,1,1,1,1,13,16,2,5,6,14,0,5,11,3,15,0,4,0,0,2,1,0,0.833333333333333,-0.00809061666666667
"MBC Ventures","MBC Ventures","MBC Ventures","mbc.net/en/corporate/ventures/about",0,1,0,1,5,"FirmSize.MICRO_FIRM",1,64,614682,9604.40625,2001,11,2,1,1,1.45454545454545,1.5,0,2,11,19,21,57,7,15,0,10,2,6,4,3,7,44,7,0,16.0909090909091,-0.00949012272727273
"McAlister Technologies","McAlister Technologies","McAlister Technologies","mcallister.com/",1,1,0,2,45,"FirmSize.SMALL_FIRM",1,55,1230066,22364.8363636364,2011,144,8,1.00694444444444,1,1.05555555555556,1,0,1,9,0,0,4,0,0,0,1,0,4,0,1,9,2,1,0,3.875,0.00282903277777778
"McElroy Manufacturing","McElroy Manufacturing","McElroy Manufacturing","mcelroy.com/",1,0,0,1,280,"FirmSize.US_MEDIUM_FIRM",1,23,307994,13391.0434782609,1984,18,1,1,1,3,1,1,0,1,8,8,44,0,0,2,2,0,10,0,1,10,4,3,0,5.27777777777778,-0.00963809444444444
"Medgenics Medical Israel Ltd.","Medgenics Medical Israel","Medgenics Medical Israel","medgenics.com/",0,0,1,1,2001,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2013,14,1,1,1,6.07142857142857,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4.42857142857143,-0.00332438542857143
"Mediatek Inc.","Mediatek","Mediatek","mediatek.com/",1,0,0,1,40749,"FirmSize.LARGE_FIRM",0,40,487093,12177.325,1999,2439,2,1.01394013940139,1,2.4510045100451,5.5,1,8,9,6,4,2,2,16,0,9,3,6,1,3,5,8,3,0,2.03782894736842,0.0693287327664474
"Medical Diagnostic Laboratories","Medical Diagnostic Laboratories","Medical Diagnostic Laboratories","mdlab.com/",0,0,1,1,358,"FirmSize.US_MEDIUM_FIRM",1,28,242015,8643.39285714286,2010,61,1,1,1,3.57377049180328,3,0,30,0,34,34,1,2,2,12,1,0,2,4,9,1,7,2,0,0.409836065573771,0.116057896885246
"Medicis Pharmaceutical Corporation","Medicis Pharmaceutical","Medicis Pharmaceutical","medicis.com/",0,0,1,1,646,"FirmSize.LARGE_FIRM",0,4,25084,6271,1994,61,1,1,1,3.39344262295082,2,1,4,16,6,6,6,7,14,11,9,0,5,2,2,9,8,3,0,3.11475409836066,0.0386596219672131
"MEDport","MEDport","MEDport","medport.com/",0,1,0,1,7,"FirmSize.MICRO_FIRM",1,5,36673,7334.6,1978,32,1,1,1,1.71875,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,9.66666666666667,0.0143182053333333
"Merck Patent GmbH","Merck Patent","Merck Patent","merck.com/product/patent/home.html",1,1,1,3,13987,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1982,1697,12,1.02710665880966,1.4,4.14790807307012,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6613475177305,0.115615368747045
"MERCK SHARP & DOHME CORP.","MERCK SHARP & DOHME CORP","MERCK SHARP & DOHME CORP","merck.com/index.html",0,0,1,1,13987,"FirmSize.LARGE_FIRM",0,2,78457,39228.5,1979,1247,2,1.10585404971933,1,6.48997594226143,2,14,662,58,201,126,206,18,112,117,261,53,24,55,98,29,180,41,0,1.38542510121457,0.0791925013927126
"Meso Scale Technologies","Meso Scale Technologies","Meso Scale Technologies","mesoscale.com/",1,0,0,1,534,"FirmSize.LARGE_FIRM",0,104,2345245,22550.4326923077,1998,69,1,1,1,6.28985507246377,9,1,22,19,4,9,14,2,0,0,8,0,17,1,4,12,12,1,0,25.3793103448276,0.030864331137931
"Met Tech Inc.","Met Tech","Met Tech","mettech.us/",1,0,0,1,46,"FirmSize.SMALL_FIRM",1,5,21556,4311.2,2009,6,1,1,1,3.83333333333333,3,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,2,1,0,1.16666666666667,0.173469383333333
"Metabolix","Metabolix","Metabolix","yield10bio.com/",1,0,0,1,66,"FirmSize.EU_MEDIUM_FIRM",1,14,146377,10455.5,1997,149,3,1.08053691275168,1,3.36241610738255,2.33333333333333,0,6,1,2,3,13,0,3,0,0,3,0,0,1,0,3,1,0,17.7094594594595,0.0349796310337838
"Meyer Tool","Meyer Tool","Meyer Tool","meyertool.com/",1,0,0,1,475,"FirmSize.US_MEDIUM_FIRM",1,48,217116,4523.25,1998,9,1,1,1,1.44444444444444,1,0,4,2,9,7,45,1,1,0,12,0,4,2,1,4,4,1,0,7,-0.0430023111111111
"Michelin Recherche et Technique S.A.","Michelin Recherche et Technique SA","Michelin Recherche et Technique SA","michelin.com/eng",1,0,0,1,30626,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1982,1948,2,1.45893223819302,2,2.16786447638604,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64050822122571,0.0390107225336323
"Michigan Biotechnology Institute","Michigan Biotechnology Institute","Michigan Biotechnology Institute","mbi.org/",0,1,0,1,51,"FirmSize.EU_MEDIUM_FIRM",1,5,60885,12177,1986,44,1,1.06818181818182,2,2.63636363636364,4,0,8,1,8,5,16,0,0,2,4,7,0,1,2,3,2,1,0,14.4545454545455,0.0823860359090909
"Micro Cooling Concepts","Micro Cooling Concepts","Micro Cooling Concepts","microcoolingconcepts.com/",1,0,0,1,10,"FirmSize.SMALL_FIRM",1,15,48736,3249.06666666667,2016,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Microchip Technology Incorporated","Microchip Technology","Microchip Technology","microchip.com/",1,0,0,1,14234,"FirmSize.LARGE_FIRM",0,25,125880,5035.2,1989,658,5,1.01367781155015,1,2.38905775075988,2.6,1,11,21,7,5,6,3,5,0,8,2,28,2,3,24,5,1,0,9.35410334346505,0.0709551837066869
"Microchips Biotech","Microchips Biotech","Microchips Biotech","microchipsbiotech.com/",1,0,0,1,23,"FirmSize.SMALL_FIRM",1,14,45473,3248.07142857143,2016,2,1,1,1,1,1,0,5,1,1,1,0,0,1,0,12,0,0,1,0,0,3,1,0,0,0
"MicroContinuum","MicroContinuum","MicroContinuum","microcontinuum.com/",1,0,0,1,3,"FirmSize.MICRO_FIRM",1,13,26756,2058.15384615385,2008,14,1,1,1,1.21428571428571,1,0,2,0,1,0,18,0,0,1,3,0,3,2,0,0,2,2,0,5.14285714285714,0.120371955714286
"MicroLink Devices","MicroLink Devices","MicroLink Devices","mldevices.com/",0,1,0,1,1000,"FirmSize.LARGE_FIRM",0,18,73868,4103.77777777778,2003,16,2,1,1,3.1875,6,3,25,4,8,4,38,0,0,8,1,2,8,5,2,8,6,2,0,10.1875,0.0932319125
"MICROMIDAS","MICROMIDAS","MICROMIDAS","originmaterials.com/",0,1,0,1,9,"FirmSize.MICRO_FIRM",1,2,4740,2370,NA,NA,NA,NA,NA,NA,NA,0,16,3,1,0,12,0,0,0,2,0,1,0,0,1,2,1,0,NA,NA
"Micron Technology","Micron Technology","Micron Technology","micron.com/",1,0,0,1,34100,"FirmSize.LARGE_FIRM",0,124,1329636,10722.8709677419,1984,24867,64,1.00108577633008,1,1.94052358547473,2.328125,0,8,14,31,17,26,4,5,1,14,8,14,1,10,16,8,3,0,15.032670511838,0.025124012483455
"Microsemi SoC Corporation","Microsemi SoC","Microsemi SoC","microsemi.com/",1,0,0,1,3186,"FirmSize.LARGE_FIRM",0,159,2756567,17336.8993710692,1978,31,1,1,1,2.25806451612903,1,4,19,35,28,24,86,3,6,1,60,1,40,84,12,44,17,4,0,0.266666666666667,0.00544217333333333
"MICROSOFT TECHNOLOGY LICENSING","MICROSOFT TECHNOLOGY LICENSING","MICROSOFT TECHNOLOGY LICENSING","microsoft.com/en-us/legal/intellectualproperty/mtl/default.aspx",1,1,0,2,24,"FirmSize.SMALL_FIRM",1,38,1191324,31350.6315789474,2014,5903,8,1,1,4.05437912925631,3.125,12,9,5,2,1,3,0,4,0,7,1,2,0,0,2,3,1,0,0.588035926114218,0.0103126544478902
"Midori USA","Midori USA","Midori USA","midorihealth.com/",0,1,0,1,9,"FirmSize.MICRO_FIRM",1,9,20421,2269,2015,3,1,1,1,3.33333333333333,4,2,5,1,0,0,5,0,1,4,0,2,0,2,1,0,2,1,1,0.333333333333333,0
"Midrex Technologies","Midrex Technologies","Midrex Technologies","midrex.com/",1,0,0,1,186,"FirmSize.EU_MEDIUM_FIRM",1,55,220652,4011.85454545455,1993,76,1,1.03947368421053,1,2.78947368421053,3,0,15,9,5,3,66,0,3,0,7,3,7,1,1,6,10,2,0,6.63157894736842,0.00411890894736842
"MILLENIUM SYNTHFUELS CORPORATION","MILLENIUM SYNTHFUELS","MILLENIUM SYNTHFUELS","milleniumsynthfuels.com/",0,1,0,1,4,"FirmSize.MICRO_FIRM",1,14,39926,2851.85714285714,2016,2,1,1,1,1.5,2,3,1,0,1,1,4,0,0,1,5,5,1,0,0,1,2,1,0,0,0
"Milliken & Company","Milliken & Company","Milliken & Company","milliken.com/",1,0,0,1,3950,"FirmSize.LARGE_FIRM",0,46,1163079,25284.3260869565,1999,839,1,1.00357568533969,1,2.65911799761621,1,3,22,2,9,10,19,0,3,1,5,8,4,4,1,4,15,3,0,5.40826245443499,0.0155637880170109
"Minebea Co.","Minebea Co","Minebea Co","minebeamitsumi.com/english/",1,0,0,1,293,"FirmSize.US_MEDIUM_FIRM",1,48,290558,6053.29166666667,1989,1106,1,1.02622061482821,1,2.24141048824593,3,0,3,13,4,3,19,1,8,0,2,8,0,0,1,0,12,2,0,4.87661141804788,0.0865432915377532
"Mintera Corporation","Mintera","Mintera","",1,0,0,1,17,"FirmSize.SMALL_FIRM",1,NA,NA,NA,1976,182,1,1.13186813186813,2,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7007299270073,0.118329910145985
"MirTech","MirTech","MirTech","mirtechusa.com/",0,1,0,1,15,"FirmSize.SMALL_FIRM",1,45,121130,2691.77777777778,1995,25,2,1,1,2,3,0,4,40,11,15,10,0,0,0,2,0,13,0,3,16,4,1,0,6.08695652173913,0.0410729643478261
"Mission Product Holdings","Mission Product Holdings","Mission Product Holdings","mission.com/",1,0,0,1,63,"FirmSize.EU_MEDIUM_FIRM",1,48,377867,7872.22916666667,2014,2,1,1,1,3,3,0,4,4,3,3,1,0,0,1,0,0,1,0,0,1,2,2,0,0,0
"Mitsubishi Electric Corporation","Mitsubishi Electric","Mitsubishi Electric","mitsubishielectric.com/",1,1,0,2,136930,"FirmSize.LARGE_FIRM",0,7,23837,3405.28571428571,1976,6561,46,1.02743484224966,1,2.87075140984606,2.89130434782609,4,58,80,52,43,160,20,19,4,46,73,20,45,17,24,48,27,0,1.31452001929571,0.0603357069871362
"Mitsubishi Metal Corporation","Mitsubishi Metal","Mitsubishi Metal","mitsubishicorp.com/jp/en/bg/metals/",0,1,1,2,35,"FirmSize.SMALL_FIRM",1,112,385146,3438.80357142857,1976,2019,6,1.17781079742447,1.33333333333333,3.60277365032194,5.83333333333333,0,99,98,31,12,167,33,68,13,94,120,18,13,159,20,89,13,0,7.99850523168909,0.148556481566019
"Mitsubishi Polyester Film","Mitsubishi Polyester Film","Mitsubishi Polyester Film","m-petfilm.com/",0,1,0,1,246,"FirmSize.EU_MEDIUM_FIRM",1,1,3258,3258,1999,212,2,1.02358490566038,1.5,3.2688679245283,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.63679245283019,0.0537241300943396
"Molecular Imprints","Molecular Imprints","Molecular Imprints","",1,0,0,1,54,"FirmSize.EU_MEDIUM_FIRM",1,NA,NA,NA,2004,195,1,1.16923076923077,2,3.33333333333333,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3641025641026,0.00878356414358974
"Molecular Rebar Design","Molecular Rebar Design","Molecular Rebar Design","molecularrebar.com/",1,0,0,1,18,"FirmSize.SMALL_FIRM",1,11,69978,6361.63636363636,2013,12,6,1,1,2.16666666666667,2.33333333333333,10,9,0,0,0,18,1,1,12,6,0,2,12,8,3,3,1,1,0.0833333333333333,0.00193798333333333
"Momentive Performance Materials GmbH","Momentive Performance Materials","Momentive Performance Materials","momentive.com/en-US/",1,1,1,3,0,"FirmSize.LARGE_FIRM",0,2,59035,29517.5,2007,1744,16,1.02522935779817,1,3.72477064220183,3.25,0,5,15,3,1,12,0,5,0,21,10,17,0,5,19,6,3,0,2.15242494226328,0.0131219251039261
"Momentive Performance Materials GmbH","Momentive Performance Materials","Momentive Performance Materials","momentive.com/en-US/",1,1,1,3,0,"FirmSize.LARGE_FIRM",0,1,38466,38466,2007,1744,16,1.02522935779817,1,3.72477064220183,3.25,0,5,15,3,1,12,0,5,0,21,10,17,0,5,19,6,3,0,2.15242494226328,0.0131219251039261
"Momentive Performance Materials Inc.","Momentive Performance Materials","Momentive Performance Materials","momentive.com/en-US/",1,1,1,3,0,"FirmSize.LARGE_FIRM",0,2,59035,29517.5,2007,1744,16,1.02522935779817,1,3.72477064220183,3.25,0,5,15,3,1,12,0,5,0,21,10,17,0,5,19,6,3,0,2.15242494226328,0.0131219251039261
"Momentive Performance Materials Inc.","Momentive Performance Materials","Momentive Performance Materials","momentive.com/en-US/",1,1,1,3,0,"FirmSize.LARGE_FIRM",0,1,38466,38466,2007,1744,16,1.02522935779817,1,3.72477064220183,3.25,0,5,15,3,1,12,0,5,0,21,10,17,0,5,19,6,3,0,2.15242494226328,0.0131219251039261
"Monarch Power Corp","Monarch Power Corp","Monarch Power Corp","",0,1,0,1,2,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2014,3,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0.00136054333333333
"Monolithe Semiconductor Inc.","Monolithe Semiconductor","Monolithe Semiconductor","monolithsemi.com/",1,0,0,1,1534,"FirmSize.LARGE_FIRM",0,290,7639321,26342.4862068966,2013,8,1,1,1,3.125,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0.061393805
"MonoSol","MonoSol","MonoSol","monosol.com/",1,0,0,1,198,"FirmSize.EU_MEDIUM_FIRM",1,32,209796,6556.125,1980,59,2,1.06779661016949,1.5,3.27118644067797,2.5,0,6,12,11,11,17,1,1,0,20,7,21,11,4,23,10,2,0,8.72881355932203,0.0318482638983051
"Monsanto Technology LLC","Monsanto Technology","Monsanto Technology","monsanto.com/products/product-stewardship/technology-use-guides/",0,0,1,1,21900,"FirmSize.LARGE_FIRM",0,64,1462724,22855.0625,2001,4139,14,1.14617057260208,1,2.40879439478135,5.92857142857143,2,39,20,14,12,30,31,38,6,66,32,9,9,1,10,15,4,0,6.84067136949647,0.0121245731649234
"MONTEREY RESEARCH","MONTEREY RESEARCH","MONTEREY RESEARCH","mbari.org/",1,0,0,1,172,"FirmSize.EU_MEDIUM_FIRM",1,88,1566602,17802.2954545455,2015,13,2,1,1,2.38461538461538,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Morpho","Morpho","Morpho","morpho.com/en",0,0,1,1,7676,"FirmSize.LARGE_FIRM",0,115,725133,6305.50434782609,2003,183,1,1.08196721311475,1,3.12568306010929,5,1,2,3,0,1,2,0,3,0,2,0,3,0,0,3,2,1,0,1.86885245901639,0.0301109454262295
"Moxtek","Moxtek","Moxtek","moxtek.com/",1,0,0,1,220,"FirmSize.EU_MEDIUM_FIRM",1,61,2216793,36340.868852459,1978,103,1,1.06796116504854,2,2.88349514563107,7,0,19,7,8,10,30,5,0,2,25,4,15,1,0,11,6,1,0,18.9901960784314,0.0278891992156863
"Mumetel","Mumetel","Mumetel","mumetel.com/index.html",0,0,1,1,19,"FirmSize.SMALL_FIRM",1,5,1390,278,2016,1,1,1,1,2,2,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Murata Manufacturing Co.","Murata Manufacturing Co","Murata Manufacturing Co","murata.com/",1,1,0,2,67652,"FirmSize.LARGE_FIRM",0,229,4168098,18201.3013100437,1977,5331,20,1.01350590883512,1.05263157894737,2.40930407053086,3.73684210526316,0,31,32,8,5,57,0,5,1,41,9,23,0,8,28,45,31,0,5.01903864278982,0.093733855994722
"Musco Corporation","Musco","Musco","musco.com/",1,0,0,1,633,"FirmSize.LARGE_FIRM",0,26,130031,5001.19230769231,1986,222,1,1.01801801801802,1,2.46846846846847,3,0,1,1,0,0,2,0,1,0,2,0,2,2,0,2,3,1,0,10.3942857142857,0.0210609972742857
"mVerify Corporation","mVerify","mVerify","numverify.com/",1,0,0,1,4,"FirmSize.MICRO_FIRM",1,10,72567,7256.7,1976,358,2,1.00558659217877,1,2.22346368715084,1.5,0,1,0,2,11,2,1,1,0,0,0,1,0,0,1,2,1,0,14.5170454545455,0.183685386292614
"Nalco Company","Nalco Company","Nalco Company","ecolab.com/nalco-water",0,1,1,2,48400,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1986,386,2,1.01295336787565,1,2.89119170984456,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10471204188482,0.0346734778795812
"Nano Technics Company Ltd","Nano Technics Company","Nano Technics Company","",1,0,0,1,2,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2014,2,1,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"NANOBIO CORPORATION","NANOBIO","NANOBIO","bluewillow.com/",1,0,0,1,33,"FirmSize.SMALL_FIRM",1,25,103256,4130.24,2010,10,1,1,1,4.3,4,6,43,6,5,2,10,11,26,37,14,1,0,5,2,3,9,1,0,1.8,-0.002924152
"Nanoco Technologies","Nanoco Technologies","Nanoco Technologies","nanocotechnologies.com/",1,1,0,2,105,"FirmSize.EU_MEDIUM_FIRM",1,68,279247,4106.57352941176,2009,49,16,1,1.06666666666667,3.10204081632653,3.93333333333333,7,26,7,12,8,41,3,6,10,16,3,6,6,3,10,9,5,0,4.16326530612245,0.0253412316326531
"nanoComposix","nanoComposix","nanoComposix","nanocomposix.com/",1,0,0,1,40,"FirmSize.SMALL_FIRM",1,64,1777752,27777.375,2014,5,3,1.4,1.66666666666667,3.2,3.66666666666667,2,38,16,10,7,28,2,3,19,2,0,14,0,0,10,3,1,0,4.8,-0.005171514
"NanoGram Corporation","NanoGram","NanoGram","nanogram.com",1,1,0,2,38,"FirmSize.SMALL_FIRM",1,NA,NA,NA,1999,84,7,1,1.4,3.55952380952381,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8214285714286,0.00778674983333333
"Nanoholdings","Nanoholdings","Nanoholdings","nh2.com/",1,0,0,1,18,"FirmSize.SMALL_FIRM",1,6,48536,8089.33333333333,2013,10,2,2,2,3.5,4,2,21,2,2,3,19,1,11,19,7,1,3,0,0,2,3,2,0,0.3,0.0333333
"NanoMech","NanoMech","NanoMech","nanomech.com/",1,0,0,1,34,"FirmSize.SMALL_FIRM",1,37,316347,8549.91891891892,2008,27,8,1.40740740740741,1.375,3.55555555555556,3.375,3,18,3,11,3,65,2,6,8,0,1,5,8,6,7,6,3,0,0.925925925925926,0.048343862962963
"Nanomix","Nanomix","Nanomix","nano.com/",1,0,0,1,31,"FirmSize.SMALL_FIRM",1,13,37661,2897,2004,40,1,1.05,1,4.675,3,1,11,0,5,6,6,2,2,7,5,0,0,1,0,0,3,1,0,10.7179487179487,0.0460323138461538
"NanoOncology","NanoOncology","NanoOncology","iinano.org/nanooncology",1,0,1,2,6,"FirmSize.MICRO_FIRM",1,71,345618,4867.85915492958,2016,1,2,1,2,3,6,0,26,1,2,0,9,3,7,31,7,1,1,6,5,0,7,1,1,0,0
"NANOPHARMACEUTICALS LLC","NANOPHARMACEUTICALS","NANOPHARMACEUTICALS","",1,0,0,1,11,"FirmSize.SMALL_FIRM",1,NA,NA,NA,2014,8,2,1,1,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,-0.00383128625
"Nanoquantum Sciences","Nanoquantum Sciences","Nanoquantum Sciences","nanoquantum.com/",0,0,1,1,3,"FirmSize.MICRO_FIRM",1,5,47641,9528.2,2014,5,1,1,1,3,3,0,3,1,0,0,3,0,0,4,0,0,1,0,0,2,2,1,0,1.4,-0.4
"Nanoridge Materials","Nanoridge Materials","Nanoridge Materials","nanoridge.com/",1,0,0,1,8,"FirmSize.MICRO_FIRM",1,9,20335,2259.44444444444,2011,4,1,1,1,3.25,4,0,3,1,1,0,12,1,0,10,3,0,0,1,1,0,2,1,0,3,0.0018551125
"Nanospectra Biosciences","Nanospectra Biosciences","Nanospectra Biosciences","nanospectra.com/",1,0,0,1,11,"FirmSize.SMALL_FIRM",1,11,106410,9673.63636363636,2008,3,1,1.33333333333333,2,3.33333333333333,4,0,10,2,1,2,1,0,5,3,6,0,0,0,0,0,2,2,0,9.66666666666667,-0.0107613566666667
"Nanostatics Corporation","Nanostatics","Nanostatics","",1,0,0,1,4,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2009,4,1,1,1,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.252777775
"Nanosys","Nanosys","Nanosys","nanosysinc.com/",1,0,0,1,160,"FirmSize.EU_MEDIUM_FIRM",1,21,108661,5174.33333333333,1976,163,1,1.03067484662577,1,4.26380368098159,4,7,6,7,6,6,19,2,2,2,6,0,1,1,0,5,4,1,0,23.6543209876543,0.0200853320802469
"Nanotech Biomachines","Nanotech Biomachines","Nanotech Biomachines","nanotechbio.com/",1,0,0,1,3,"FirmSize.MICRO_FIRM",1,9,71301,7922.33333333333,2016,2,2,1,1,2,2,2,33,4,3,3,37,5,16,25,4,1,1,2,7,1,3,1,1,0,0
"NanoTech Lubricants","NanoTech Lubricants","NanoTech Lubricants","nanotechlubricantsinc.com/Home.html",1,0,0,1,30,"FirmSize.SMALL_FIRM",1,10,30419,3041.9,2017,1,1,1,1,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
