"firm","lookup_firm","lookup_firm_web","hit_url","nano","green","synbio","count_all_ind","max_emps","size_state","sme","pages","num_words","avg_words_per_page","year.min.p..date...","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3","patent_pattern","rd_pattern","product_pattern","trial_pattern","demo_pattern","manufacturing_pattern","venture_pattern","investment_pattern","university_pattern","partnership_pattern","greenness_pattern","customization_pattern","awards_pattern","membership_pattern","customer_pattern","about_gen.count","about_exact.count","default_to_home","mean_i2017y","mean_cd2017y"
"Tata Consultancy Services Limited","Tata Consultancy Services Limited","Tata Consultancy Services Limited","tcs.com/",1,0,0,1,394998,"FirmSize.LARGE_FIRM",0,54,422808,7829.77777777778,2005,315,1,1.00634920634921,1,3.04761904761905,2,0,3,3,3,2,11,0,12,6,12,7,4,2,2,7,4,1,0,1.1294498381877,0.0486515158899676
"Tau Therapeutics LLC","Tau Therapeutics","Tau Therapeutics","taurx.com/",0,0,1,1,20,"FirmSize.SMALL_FIRM",1,11,23520,2138.18181818182,2016,1,1,1,1,1,1,1,5,0,9,1,0,0,1,0,1,0,0,1,0,0,2,1,0,0,0
"Taxon Biosciences","Taxon Biosciences","Taxon Biosciences","",0,1,0,1,8963,"FirmSize.LARGE_FIRM",0,NA,NA,NA,2013,3,1,1,1,4.33333333333333,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,-0.0425909333333333
"TDK Corporation","TDK","TDK","global.tdk.com/corp/en/index.htm",1,1,0,2,93232,"FirmSize.LARGE_FIRM",0,54,303955,5628.7962962963,1976,5646,10,1.07421183138505,1.1,2.93358129649309,3.5,1,34,59,20,7,78,9,5,3,8,10,20,2,15,22,18,11,0,8.35474609725462,0.114937081369101
"Teal Sales Incorporated","Teal Sales","Teal Sales","tsi-inc.net",0,1,0,1,8,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2012,3,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33333333333333,0.0116279
"TECHNOLOGY RESEARCH","TECHNOLOGY RESEARCH","TECHNOLOGY RESEARCH","trci.net/",0,1,0,1,14000,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1986,27,1,1.03703703703704,1,1.81481481481481,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.76,0.1002099312
"TECNIUM","TECNIUM","TECNIUM","tecnium.es/",1,0,0,1,13,"FirmSize.SMALL_FIRM",1,42,172745,4112.97619047619,2017,1,1,1,1,3,3,0,3,0,1,1,11,0,1,0,3,0,4,0,0,6,4,3,0,0,0
"Tekkware","Tekkware","Tekkware","",0,1,0,1,3,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2016,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"TEKNOR APEX COMPANY","TEKNOR APEX COMPANY","TEKNOR APEX COMPANY","teknorapex.com/",0,0,1,1,769,"FirmSize.LARGE_FIRM",0,85,824105,9695.35294117647,1981,59,1,1,1,2.6271186440678,3,0,5,2,1,2,12,7,0,0,2,2,17,0,0,12,3,2,0,6.65789473684211,0.0248145031578947
"Tela Innovations","Tela Innovations","Tela Innovations","tela-inc.com/",1,0,0,1,15,"FirmSize.SMALL_FIRM",1,27,114872,4254.51851851852,2008,198,2,1,1,2.35353535353535,2.5,28,7,4,1,2,23,11,9,19,10,0,10,0,3,13,7,2,0,38.6969696969697,-0.00646248429292929
"Teledyne Scientific & Imaging","Teledyne Scientific & Imaging","Teledyne Scientific & Imaging","teledyne-si.com/",1,0,0,1,210,"FirmSize.EU_MEDIUM_FIRM",1,49,813907,16610.3469387755,2009,136,1,1.02205882352941,1,2.85294117647059,4,0,20,2,11,21,11,1,4,1,7,1,13,2,4,9,12,3,0,1.41911764705882,0.0348586396323529
"Tensor","Tensor","Tensor","",0,1,0,1,3,"FirmSize.MICRO_FIRM",1,NA,NA,NA,1976,59,1,1,1,1.47457627118644,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6046511627907,0.0713164595348837
"Teradata US","Teradata US","Teradata US","teradata.com/About-Us",1,0,0,1,14056,"FirmSize.LARGE_FIRM",0,1,32436,32436,2008,424,1,1,1,2.70518867924528,2,1,8,12,2,3,18,5,13,9,26,6,38,10,4,40,10,3,0,3.56132075471698,0.0572642085330189
"Terra Caloric","Terra Caloric","Terra Caloric","wellconnectgeo.com/",0,1,0,1,5305,"FirmSize.LARGE_FIRM",0,16,95228,5951.75,2016,1,1,1,1,2,2,1,0,3,0,0,5,0,1,0,0,2,0,1,1,0,2,1,0,0,0
"TerraVia Holdings","TerraVia Holdings","TerraVia Holdings","terravia.com/",0,1,1,2,124,"FirmSize.EU_MEDIUM_FIRM",1,2,15017,7508.5,2016,14,2,1,1,5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142857142857,-0.00261379285714286
"Tersus Environmental","Tersus Environmental","Tersus Environmental","tersusenv.com/",0,0,1,1,13,"FirmSize.SMALL_FIRM",1,37,206838,5590.21621621622,2016,1,1,1,1,2,2,22,14,14,4,7,26,1,0,6,16,2,7,3,2,24,10,6,0,0,0
"Tesla Nanocoatings","Tesla Nanocoatings","Tesla Nanocoatings","teslanano.com/",1,0,0,1,14,"FirmSize.SMALL_FIRM",1,13,51774,3982.61538461538,2016,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Tessera","Tessera","Tessera","tessera.com/",1,0,0,1,113,"FirmSize.EU_MEDIUM_FIRM",1,NA,NA,NA,1980,740,2,1.00810810810811,1,2.82837837837838,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,30.6192411924119,0.0114138024281843
"Tessera Advanced Technologies","Tessera Advanced Technologies","Tessera Advanced Technologies","tessera.com/",1,0,0,1,113,"FirmSize.EU_MEDIUM_FIRM",1,NA,NA,NA,2014,11,1,1,1,3.81818181818182,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"TetraSun","TetraSun","TetraSun","",1,1,0,2,12,"FirmSize.SMALL_FIRM",1,NA,NA,NA,2012,11,5,1,1.25,2.63636363636364,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545454545454545,0.0808080909090909
"Texas Instruments Deutschland GmbH","Texas Instruments Deutschland","Texas Instruments Deutschland","http://www.ti.com/",1,0,0,1,29714,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1977,304,1,1.04934210526316,1,2.09868421052632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47524752475248,0.101818694653465
"Texas Instruments Incorporated","Texas Instruments","Texas Instruments","ti.com/",1,0,0,1,29714,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1976,21496,20,1.00832713062895,1,2.21708383734996,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.971659351947,0.132572959048511
"Texas Research International","Texas Research","Texas Research","tri-intl.com/",0,0,1,1,655,"FirmSize.LARGE_FIRM",0,66,627074,9501.12121212121,2003,29,1,1,1,2.41379310344828,1,1,16,4,21,22,9,2,1,2,2,0,1,1,0,9,5,3,0,3.13793103448276,0.00791226034482759
"The Babcock & Wilcox Company","The Babcock & Wilcox Company","The Babcock & Wilcox Company","babcock.com/",0,1,0,1,4000,"FirmSize.LARGE_FIRM",0,50,503936,10078.72,1976,1122,5,1.01158645276292,1,2.09196428571429,5.2,2,2,14,15,0,34,1,3,0,5,10,7,2,0,6,5,1,0,10.6916140667268,0.242442266411181
"THE BOARD INSTITUTE","THE BOARD INSTITUTE","THE BOARD INSTITUTE","theboardinstitute.com/",0,0,1,1,5,"FirmSize.MICRO_FIRM",1,29,197630,6814.8275862069,2013,43,1,2.3953488372093,7,3.81395348837209,8,1,24,4,2,9,12,13,19,26,17,0,4,2,28,6,4,1,0,5.04651162790698,0.413113697674419
"The Boeing Company","The Boeing Company","The Boeing Company","boeing.com/",1,1,0,2,2752,"FirmSize.LARGE_FIRM",0,97,983796,10142.2268041237,1976,13080,39,1.00711009174312,1.05405405405405,2.38619160486276,2.56756756756757,2,19,135,23,18,112,7,53,5,47,1,85,1,7,86,21,10,0,8.95008885111643,0.0780842817999691
"The Carbon Cable Company","The Carbon Cable Company","The Carbon Cable Company","thecableco.com/",1,0,0,1,8,"FirmSize.MICRO_FIRM",1,370,12439039,33619.0243243243,2016,1,1,1,1,1,1,0,14,12,1,3,11,3,0,0,1,1,6,1,0,6,6,4,0,1,0.0714286
"The Charles Stark Draper Laboratory","The Charles Stark Draper Laboratory","The Charles Stark Draper Laboratory","draper.com/",0,0,1,1,1661,"FirmSize.LARGE_FIRM",0,38,170281,4481.07894736842,1976,713,3,1.10378681626928,2,2.59887798036466,5,0,16,3,6,7,22,2,0,2,2,0,4,2,2,0,4,1,0,19.0210674157303,0.118651487640449
"The Eastern Co.","The Eastern Co","The Eastern Co","easterncompany.com/",1,0,0,1,27,"FirmSize.SMALL_FIRM",1,14,109299,7807.07142857143,1986,20,1,1.3,1,1.9,1,0,2,3,9,2,28,2,26,9,6,4,9,2,6,4,4,1,0,5.52631578947368,0.0278305189473684
"The Gates Corporation","The Gates","The Gates","",0,0,1,1,23,"FirmSize.SMALL_FIRM",1,NA,NA,NA,1982,434,1,1.01382488479263,1,2.39400921658986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05867970660147,0.0129735646454768
"The Goodyear Tire & Rubber Company","The Goodyear Tire & Rubber Company","The Goodyear Tire & Rubber Company","goodyear.com/",0,0,1,1,64000,"FirmSize.LARGE_FIRM",0,60,4013028,66883.8,1976,6120,2,1.00915032679739,2,2.48709150326797,7.5,0,1,81,0,2,14,0,7,1,12,0,41,42,18,38,7,1,0,7.90280612244898,0.209272190503827
"The Henry M. Jackson Foundation for the Advancement of Military Medicine","The Henry M Jackson Foundation for the Advancement of Military Medicine","The Henry M Jackson Foundation for the Advancement of Military Medicine","hjf.org/",0,0,1,1,1380,"FirmSize.LARGE_FIRM",0,31,114191,3683.58064516129,1994,102,3,1.31372549019608,1,2.80392156862745,3,1,75,6,6,3,6,5,3,37,18,0,5,14,15,7,11,5,0,6.41584158415842,0.126701798009901
"The Iams Company","The Iams Company","The Iams Company","iams.com/",1,0,0,1,300,"FirmSize.US_MEDIUM_FIRM",1,NA,NA,NA,1991,111,1,1.06306306306306,1,3.51351351351351,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76190476190476,0.0506812701587302
"The Jackson Laboratory","The Jackson Laboratory","The Jackson Laboratory","jax.org/",0,0,1,1,1725,"FirmSize.LARGE_FIRM",0,109,2937951,26953.6788990826,1983,44,1,1.45454545454545,2,3.02272727272727,3,0,59,9,4,4,4,0,6,13,5,0,3,3,2,0,6,1,0,6.97727272727273,0.154435794318182
"The Paymaster Corporation","The Paymaster","The Paymaster","paymaster.com/",1,0,0,1,2,"FirmSize.MICRO_FIRM",1,49,529736,10810.9387755102,1987,8,1,1,1,1.5,1,0,1,2,3,3,8,0,1,0,3,0,6,1,5,15,5,3,0,2.33333333333333,0.232860633333333
"The Procter & Gamble Company","The Procter & Gamble Company","The Procter & Gamble Company","pg.com/",1,0,1,2,98781,"FirmSize.LARGE_FIRM",0,NA,NA,NA,1976,13130,8,1.0049504950495,1.125,3.21069469835466,5.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,21.0640389387288,0.0736791187893682
"The Samuel Roberts Noble Foundation","The Samuel Roberts Noble Foundation","The Samuel Roberts Noble Foundation","noble.org/",0,0,1,1,9,"FirmSize.MICRO_FIRM",1,49,255040,5204.89795918367,1998,49,2,1.12244897959184,1,2.87755102040816,4,0,14,2,0,1,11,0,0,3,1,1,0,0,1,0,3,1,0,1.20408163265306,0.227425096530612
"THE SWEET LIVING GROUP","THE SWEET LIVING GROUP","THE SWEET LIVING GROUP","",1,0,0,1,3,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2012,8,2,1,1,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.00553405
"TheGreenCell","TheGreenCell","TheGreenCell","thegreencell.com/",0,0,1,1,74,"FirmSize.EU_MEDIUM_FIRM",1,NA,NA,NA,2011,3,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666666666666667,-0.0404762
"Theraclone Sciences","Theraclone Sciences","Theraclone Sciences","theraclone-sciences.com/home.php",0,0,1,1,6,"FirmSize.MICRO_FIRM",1,14,32472,2319.42857142857,2011,16,1,1.25,3,4.9375,14,0,16,0,1,3,4,4,1,7,20,0,0,0,0,0,4,1,0,0.6875,0.062554554
"Therapeutic Proteins International","Therapeutic Proteins","Therapeutic Proteins","",0,0,1,1,4,"FirmSize.MICRO_FIRM",1,NA,NA,NA,2012,25,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,-0.004434244
