,firm,lookup_firm,lookup_firm_web,firm_length,name_clnd,name_length,manual_fix,hit_url,hit_url_length,rank,matches,public,acquired_merged,Votes,Group,nano,green,synbio,count_all_ind,max_emps,size_state,sme,pages,num_words,avg_words_per_page,first_year,num_patents_all,num_patents_3,mean_assignees_all,mean_assignees_3,mean_inventors_all,mean_inventors_3,has_emps,has_url,has_web_content,log_num_patents_all,log_max_emps,num_industries
1193,Sigma-Aldrich Co. LLC,Sigma-Aldrich Co,Sigma-Aldrich Co,16.0,"Sigma-Aldrich: Analytical, Biology, Chemistry & Materials ...",61,,sigmaaldrich.com/,29,1,2,0,0,5,1198,0,0,1,1,4408.0,FirmSize.LARGE_FIRM,0,42.0,1632765.0,38875.3571428571,1998.0,99.0,2.0,1.0202020202020199,1.5,2.8383838383838396,3.0,1.0,1,1,4.605170185988092,8.391403185357937,1
1194,Sigmatel,Sigmatel,Sigmatel,8.0,SigmaTel High Definition Audio CODEC - Free download and ...,60,1.0,,86,1,1,0,0,0,1199,1,0,0,1,97.0,FirmSize.EU_MEDIUM_FIRM,1,,,,1981.0,242.0,1.0,1.01239669421488,1.0,1.78512396694215,3.0,1.0,0,0,5.493061443340548,4.584967478670572,1
1195,SII Semiconductor Corporation,SII Semiconductor,SII Semiconductor,17.0,ABLIC Inc. (formerly SII Semiconductor Corp.) - Inheriting ...,62,,ablic.com/en/semicon/,33,1,2,0,1,5,1120,1,0,0,1,3.0,FirmSize.MICRO_FIRM,1,89.0,604438.0,6791.43820224719,1986.0,102.0,9.0,1.00980392156863,1.0,1.8529411764705903,1.33333333333333,1.0,1,1,4.634728988229636,1.3862943611198906,1
1196,Sila Nanotechnologies,Sila Nanotechnologies,Sila Nanotechnologies,21.0,Sila Nanotechnologies - Official Site,37,,silanano.com/,21,1,2,0,0,5,1200,1,0,0,1,106.0,FirmSize.EU_MEDIUM_FIRM,1,10.0,33647.0,3364.7,2014.0,5.0,1.0,1.6,2.0,4.0,4.0,1.0,1,1,1.791759469228055,4.672828834461906,1
1197,Silicon Genesis Corporation,Silicon Genesis,Silicon Genesis,15.0,SiGen - Official Site,21,,sigen.net/,21,1,0,0,0,5,1201,1,0,0,1,12.0,FirmSize.SMALL_FIRM,1,31.0,62812.0,2026.1935483871,1999.0,143.0,2.0,1.01398601398601,1.0,2.09090909090909,2.0,1.0,1,1,4.969813299576001,2.5649493574615367,1
1198,Silicon Space Technology Corp.,Silicon Space Technology Corp,Silicon Space Technology Corp,29.0,Vorago Technologies | Opening up new possibilities,50,,voragotech.com/,27,1,0,0,0,3,1202,1,0,0,1,278.0,FirmSize.US_MEDIUM_FIRM,1,13.0,97819.0,7524.538461538459,2007.0,11.0,2.0,1.0,1.0,1.54545454545455,3.0,1.0,1,1,2.4849066497880004,5.631211781821365,1
1199,Silicon Storage Technology,Silicon Storage Technology,Silicon Storage Technology,26.0,SST - Official Site,19,,sst.com/,15,1,0,1,0,5,1203,1,0,0,1,2062.0,FirmSize.LARGE_FIRM,0,18.0,116353.0,6464.05555555556,1991.0,385.0,6.0,1.0025974025974,1.0,3.21818181818182,7.33333333333333,1.0,1,1,5.955837369464831,7.631916513071252,1
1200,Siliconware Precision Industries Co.,Siliconware Precision Industries Co,Siliconware Precision Industries Co,35.0,SPIL - Official Site,20,,spil.com.tw/,24,1,0,0,0,5,1204,1,0,0,1,19000.0,FirmSize.LARGE_FIRM,0,19.0,43672.0,2298.52631578947,1999.0,534.0,1.0,1.0,1.0,3.1385767790262205,6.0,1.0,1,1,6.282266746896006,9.852246888342531,1
1201,Silicor Materials Inc.,Silicor Materials,Silicor Materials,17.0,Silicor Materials - Official Site,33,,silicormaterials.com/,33,1,2,0,0,5,1205,0,1,0,1,54.0,FirmSize.EU_MEDIUM_FIRM,1,27.0,131468.0,4869.18518518519,2012.0,22.0,1.0,1.0,1.0,3.31818181818182,2.0,1.0,1,1,3.1354942159291497,4.007333185232471,1
1202,Siluria Technologies,Siluria Technologies,Siluria Technologies,20.0,Siluria Technologies - Official Site,36,,siluria.com/,19,1,2,0,0,5,1206,1,0,0,1,77.0,FirmSize.EU_MEDIUM_FIRM,1,30.0,118617.0,3953.9,2010.0,27.0,1.0,1.0,1.0,8.481481481481481,2.0,1.0,1,1,3.332204510175204,4.356708826689592,1
1203,Sima Therapeutics,Sima Therapeutics,Sima Therapeutics,17.0,semma-tx.com - Who Are We?,26,,semma-tx.com/,24,1,0,0,0,5,1207,1,0,1,2,5.0,FirmSize.MICRO_FIRM,1,9.0,80669.0,8963.22222222222,2000.0,108.0,11.0,1.05555555555556,1.0,3.80555555555556,3.90909090909091,1.0,1,1,4.6913478822291435,1.791759469228055,2
1204,Simbol Inc.,Simbol,Simbol,6.0,Symbols.com,11,,symbols.com/,24,2,0,0,0,3,1208,0,1,0,1,100.0,FirmSize.EU_MEDIUM_FIRM,1,133.0,783465.0,5890.71428571429,2013.0,20.0,1.0,1.0,1.0,2.45,4.0,1.0,1,1,3.044522437723423,4.61512051684126,1
1205,Simple Approach Systems,Simple Approach Systems,Simple Approach Systems,23.0,"SIMPLE APPROACH SYSTEMS, INC. in Delaware",41,1.0,,59,2,3,0,0,0,1209,0,1,0,1,2014.0,FirmSize.LARGE_FIRM,0,,,,2016.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,1.0986122886681098,7.608374474380783,1
1206,Sinewatts,Sinewatts,Sinewatts,9.0,"energy storage equipment supplier | SineWatts | Charlotte, USA",62,,sinewatts.com/,26,1,1,0,0,5,1210,0,1,0,1,55.0,FirmSize.EU_MEDIUM_FIRM,1,1.0,582400.0,582400.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.6931471805599453,4.02535169073515,1
1207,Singular Bio,Singular Bio,Singular Bio,12.0,SingularBio,11,,singularbio.com/,28,1,2,0,0,5,1211,1,0,0,1,8.0,FirmSize.MICRO_FIRM,1,1.0,1366.0,1366.0,2015.0,5.0,4.0,1.0,1.0,1.6,1.75,1.0,1,1,1.791759469228055,2.1972245773362196,1
1208,Singulex,Singulex,Singulex,8.0,Singulex EU Homepage - Singulex,31,,singulexclarity.eu/,30,1,1,0,0,5,1212,1,0,0,1,177.0,FirmSize.EU_MEDIUM_FIRM,1,18.0,376396.0,20910.888888888898,2009.0,18.0,1.0,1.33333333333333,1.0,4.11111111111111,1.0,1.0,1,1,2.9444389791664403,5.181783550292085,1
1209,Sinton Consulting,Sinton Consulting,Sinton Consulting,17.0,Home - Sinton Instruments,25,,sintoninstruments.com/,34,1,1,0,0,5,1213,0,1,0,1,2.0,FirmSize.MICRO_FIRM,1,22.0,3019967.0,137271.227272727,2007.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,1.3862943611198906,1.0986122886681098,1
1210,Sion Power Corporation,Sion Power,Sion Power,10.0,Sion Power - Official Site,26,,sionpower.com/,22,1,2,0,0,5,1214,1,0,0,1,55.0,FirmSize.EU_MEDIUM_FIRM,1,4.0,38985.0,9746.25,2006.0,61.0,1.0,1.0655737704918,1.0,3.2950819672131098,4.0,1.0,1,1,4.127134385045092,4.02535169073515,1
1211,Sirnaomics,Sirnaomics,Sirnaomics,10.0,"Sirnaomics, Inc. - Advancing RNAi Therapeutics",46,,new.sirnaomics.com/,26,1,1,0,0,5,1215,0,0,1,1,20.0,FirmSize.SMALL_FIRM,1,,,,2014.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1,0,1.3862943611198906,3.044522437723423,1
1212,SixPoint Materials,SixPoint Materials,SixPoint Materials,18.0,SixPoint Materials,18,,spmaterials.com/,23,1,2,0,0,5,1216,1,0,0,1,4.0,FirmSize.MICRO_FIRM,1,9.0,9688.0,1076.44444444444,2012.0,26.0,1.0,1.46153846153846,2.0,2.1153846153846203,1.0,1.0,1,1,3.295836866004329,1.6094379124341003,1
1213,SK Hynix Inc.,SK Hynix,SK Hynix,8.0,SK Hynix - Official Site,24,,skhynix.com/eng/index.jsp,37,1,2,0,0,3,1121,1,0,0,1,95600.0,FirmSize.LARGE_FIRM,0,,,,2012.0,3632.0,149.0,1.0212004405286301,1.00671140939597,1.7910242290748901,1.52348993288591,1.0,1,0,8.197814032221203,11.467938559235831,1
1214,SK Telecom Co.,SK Telecom Co,SK Telecom Co,13.0,"Sk Telecom Co., Ltd. - SKM - Stock Price Today - Zacks",54,1.0,sktelecom.com/index.html,37,2,3,1,0,0,1122,1,0,0,1,8145.0,FirmSize.LARGE_FIRM,0,,,,1999.0,516.0,1.0,1.98837209302326,1.0,5.04651162790698,1.0,1.0,1,0,6.248042874508429,9.005282288208358,1
1215,Skidmore,Skidmore,Skidmore,8.0,Skidmore College - Official Site,32,,skidmore.edu/,25,1,1,0,0,5,1217,0,1,0,1,1409.0,FirmSize.LARGE_FIRM,0,83.0,702877.0,8468.39759036145,,,,,,,,1.0,1,1,,7.251344983372214,1
1216,Smart Planet Technologies,Smart Planet Technologies,Smart Planet Technologies,25.0,Smart Planet Technologies,25,,smartplanettech.com/,32,1,3,0,0,5,1218,1,0,0,1,18.0,FirmSize.SMALL_FIRM,1,13.0,62982.0,4844.76923076923,2013.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.3862943611198906,2.9444389791664403,1
1217,Smith & Nephew,Smith &#x26; Nephew,Smith & Nephew,14.0,Smith & Nephew - Official Site,30,,smith-nephew.com/,28,1,2,0,0,5,1219,0,0,0,0,15000.0,FirmSize.LARGE_FIRM,0,39.0,187422.0,4805.69230769231,1989.0,1021.0,1.0,1.03134182174339,1.0,3.2575905974534796,2.0,1.0,1,1,6.92951677076365,9.61587214452889,0
1218,SNS NANO FIBER TECHNOLOGY,SNS NANO FIBER TECHNOLOGY,SNS NANO FIBER TECHNOLOGY,25.0,"SNS Nano Fiber Technology, LLC",30,,snsnano.com/,23,1,4,0,0,5,1123,1,0,0,1,8.0,FirmSize.MICRO_FIRM,1,17.0,77998.0,4588.11764705882,2016.0,2.0,1.0,1.5,2.0,2.5,2.0,1.0,1,1,1.0986122886681098,2.1972245773362196,1
1219,SOL-ELECTRICA,SOL-ELECTRICA,SOL-ELECTRICA,13.0,Sol Electrica Inc.,18,,sol-electrica.com/,25,1,2,0,0,5,1124,0,1,0,1,0.0,FirmSize.UNDEFINED,1,1.0,435.0,435.0,2016.0,2.0,2.0,1.0,1.0,2.0,2.0,,1,1,1.0986122886681098,0.0,1
1220,Sola U.S.A. Inc.,Sola USA,Sola USA,8.0,Sola,4,,sola.at/,20,1,1,0,0,4,1221,1,0,0,1,6067.0,FirmSize.LARGE_FIRM,0,33.0,110892.0,3360.36363636364,1987.0,36.0,2.0,1.08333333333333,1.5,3.47222222222222,5.0,1.0,1,1,3.6109179126442243,8.710784340468424,1
1221,SolaBlock LLC,SolaBlock,SolaBlock,9.0,SolaBlock - Photovoltaic Cells for Walls - Building ...,55,,solablock.com/,26,1,1,0,0,5,1222,0,1,0,1,12.0,FirmSize.SMALL_FIRM,1,13.0,84246.0,6480.461538461539,2014.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1,1,1.3862943611198906,2.5649493574615367,1
1222,SolAero Technologies Corp.,SolAero Technologies Corp,SolAero Technologies Corp,25.0,SolAero Technologies Corporation: Private Company ...,53,1.0,solaerotech.com,82,1,3,0,0,0,1220,0,1,0,1,141.0,FirmSize.EU_MEDIUM_FIRM,1,33.0,193142.0,5852.78787878788,2015.0,39.0,8.0,1.0,1.0,2.79487179487179,3.25,1.0,1,1,3.6888794541139363,4.955827057601261,1
1223,Solaire Generation LLC,Solaire Generation,Solaire Generation,18.0,www.sunpowercarports.com,24,,sunpowercarports.com/,32,1,0,0,0,5,1223,0,1,0,1,13.0,FirmSize.SMALL_FIRM,1,4.0,10735.0,2683.75,2010.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2.302585092994046,2.6390573296152584,1
1224,Solan,Solan,Solan,5.0,Salon - Official Site,21,,salon.com/,22,2,0,0,0,3,1224,1,0,0,1,173212.0,FirmSize.LARGE_FIRM,0,48.0,823051.0,17146.8958333333,2003.0,60.0,2.0,1.0,1.0,2.6,1.0,1.0,1,1,4.110873864173311,12.0622773300305,1
1225,Solar Junction Corporation,Solar Junction,Solar Junction,14.0,Solar Junction - Official Site,30,,sj-solar.com/,24,1,2,0,0,5,1225,1,1,0,2,46.0,FirmSize.SMALL_FIRM,1,8.0,11539.0,1442.375,2013.0,21.0,6.0,1.0,1.2,4.19047619047619,5.0,1.0,1,1,3.091042453358316,3.8501476017100584,2
1226,Solar-Tectic LLC,Solar Tectic,Solar-Tectic,12.0,Solar-Tectic LLC  Photovoltaic and Display Applications,55,,solartecticllc.com/,30,1,2,0,0,5,1226,0,0,0,0,0.0,FirmSize.UNDEFINED,1,25.0,46935.0,1877.4,2014.0,8.0,1.0,1.25,1.0,1.25,1.0,,1,1,2.1972245773362196,0.0,0
1227,SolarCity Corporation,SolarCity,SolarCity,9.0,Solar Panels | Tesla,20,1.0,tesla.com/solarpanels?energy_redirect=true,54,1,0,0,1,1,1227,1,1,0,2,85.0,FirmSize.EU_MEDIUM_FIRM,1,66.0,971483.0,14719.4393939394,1982.0,110.0,27.0,1.0090909090909101,1.2173913043478302,2.70909090909091,4.17391304347826,1.0,1,1,4.709530201312334,4.454347296253507,2
1228,Solaris Holdings Limited,Solaris Holdings Limited,Solaris Holdings Limited,24.0,Solaris Holdings Limited: Private Company Information ...,57,1.0,,81,1,3,0,0,0,1231,1,0,0,1,35.0,FirmSize.SMALL_FIRM,1,,,,2010.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0,0,1.3862943611198906,3.58351893845611,1
1229,SolarLego Inc.,SolarLego,SolarLego,9.0,LEGO Solar Panel,16,,education.lego.com/en-us/products/lego-solar-panel/9667,63,1,0,0,0,2,1228,0,1,0,1,0.0,FirmSize.UNDEFINED,1,23.0,174725.0,7596.73913043478,2012.0,2.0,1.0,1.0,1.0,2.0,2.0,,1,1,1.0986122886681098,0.0,1
1230,Solarmer Energy,Solarmer Energy,Solarmer Energy,15.0,Solarmer - Official Site,24,,solarmer.com/,20,1,1,0,0,5,1232,0,1,0,1,26.0,FirmSize.SMALL_FIRM,1,15.0,64543.0,4302.86666666667,2013.0,7.0,1.0,1.42857142857143,2.0,6.0,12.0,1.0,1,1,2.0794415416798357,3.295836866004329,1
1231,SolarReserve Technology,SolarReserve Technology,SolarReserve Technology,23.0,Technology  SolarReserve,24,,solarreserve.com/en/technology,42,1,2,0,0,5,1229,0,1,0,1,85.0,FirmSize.EU_MEDIUM_FIRM,1,74.0,371893.0,5025.58108108108,2015.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,1.6094379124341003,4.454347296253507,1
1232,SOLARTONIC,SOLARTONIC,SOLARTONIC,10.0,solartonic  solar energy solutions | custom photovoltiac ...,60,,solartonic.com/,26,1,1,0,0,5,1125,0,1,0,1,3.0,FirmSize.MICRO_FIRM,1,15.0,37573.0,2504.86666666667,2017.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.6931471805599453,1.3862943611198906,1
1233,SolarWorld Americas Inc.,SolarWorld Americas,SolarWorld Americas,19.0,SolarWorld USA - Official Site,30,,solarworld-usa.com/,30,1,1,0,0,5,1230,0,1,0,1,2898.0,FirmSize.LARGE_FIRM,0,28.0,390216.0,13936.285714285701,2016.0,4.0,1.0,1.0,1.0,1.75,1.0,1.0,1,1,1.6094379124341003,7.972121128921655,1
1234,SOLAZYME,SOLAZYME,SOLAZYME,8.0,Solazyme - Official Site,24,,solazyme.com/,20,1,1,0,0,5,1126,0,1,0,1,66.0,FirmSize.EU_MEDIUM_FIRM,1,,,,2006.0,63.0,3.0,1.03174603174603,1.33333333333333,5.47619047619048,6.0,1.0,1,0,4.1588830833596715,4.204692619390966,1
1235,SOLENA FUELS CORPORATION,SOLENA FUELS,SOLENA FUELS,12.0,Solena Insurance | Insurance Deals You Can't Miss!,50,,solenafuels.com/,27,1,1,0,0,5,1127,0,1,0,1,2.0,FirmSize.MICRO_FIRM,1,7.0,34659.0,4951.28571428571,2015.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,0.6931471805599453,1.0986122886681098,1
1236,Solexa,Solexel,Solexa,6.0,"Celexa Uses, Dosage & Side Effects - Drugs.com",46,1.0,,33,1,0,0,1,2,1233,0,0,0,0,15.0,FirmSize.SMALL_FIRM,1,,,,2005.0,69.0,14.0,1.02898550724638,1.07692307692308,3.49275362318841,3.61538461538462,1.0,0,0,4.248495242049359,2.772588722239781,0
1237,Solight Solar,Solight Solar,Solight Solar,13.0,Solight Towers - Portable Solar Light and Security Towers,57,,solight.com/,23,1,2,0,0,5,1234,0,1,0,1,4.0,FirmSize.MICRO_FIRM,1,18.0,74099.0,4116.61111111111,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.6931471805599453,1.6094379124341003,1
1238,Soliton Lasers,Soliton Lasers,Soliton Lasers,14.0,Soliton Inc  Rapid Acoustic Pulse Technology,44,,soliton.com/,24,2,1,0,0,2,1235,1,0,0,1,8.0,FirmSize.MICRO_FIRM,1,8.0,66469.0,8308.625,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.6931471805599453,2.1972245773362196,1
1239,Solutia Inc.,Solutia,Solutia,7.0,Solutia - Official Site,23,,eastman.com/Pages/solutia.aspx,42,1,1,1,1,2,1236,1,0,0,1,14000.0,FirmSize.LARGE_FIRM,0,8.0,127743.0,15967.875,1998.0,189.0,3.0,1.00529100529101,1.0,2.4973544973545,1.0,1.0,1,1,5.247024072160486,9.546884034617925,1
1240,Solvay Specialty Polymers USA,Solvay Specialty Polymers USA,Solvay Specialty Polymers USA,29.0,Solvay | Advanced materials and specialty chemicals,51,,solvay.com/en,25,2,2,0,0,1,1237,1,0,0,1,19120.0,FirmSize.LARGE_FIRM,0,12.0,173797.0,14483.083333333301,2013.0,77.0,2.0,1.01298701298701,1.0,3.3766233766233795,4.5,1.0,1,1,4.356708826689592,9.85854248649296,1
1241,SonoGene,SonoGene LLC,SonoGene,8.0,"Sonogene LLC Company Profile | Key Contacts, Financials ...",59,1.0,,96,2,1,0,0,0,1238,0,0,0,0,0.0,FirmSize.UNDEFINED,1,,,,2007.0,3.0,1.0,1.0,1.0,1.6666666666666698,2.0,,0,0,1.3862943611198906,0.0,0
1242,Sony Corporation,Sony,Sony,4.0,Sony - Official Site,20,,sony.com/,21,1,1,0,0,5,1239,1,1,1,3,35467.0,FirmSize.LARGE_FIRM,0,57.0,936734.0,16433.929824561397,1976.0,47276.0,82.0,1.12972755732295,1.04878048780488,2.3655363526748903,2.14634146341463,1.0,1,1,10.76377919829018,10.476386160499898,3
1243,Sony Interactive Entertainment America LLC,Sony Interactive Entertainment,Sony Interactive Entertainment America,38.0,SIE Top Page | Sony Interactive Entertainment Inc.,50,1.0,sie.com/en/index.html,33,1,3,0,0,1,1240,0,0,0,0,6984.0,FirmSize.LARGE_FIRM,0,,,,2016.0,312.0,1.0,1.46474358974359,2.0,2.3974358974359,1.0,1.0,1,0,5.746203190540153,8.851520271691061,0
1244,Sophoro Biotechnologies,Sophoro Biotechnologies,Sophoro Biotechnologies,23.0,IMBIOTECHNOLOGIES LTD. - Home,29,1.0,,34,2,1,0,0,0,1241,0,0,1,1,2.0,FirmSize.MICRO_FIRM,1,,,,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.6931471805599453,1.0986122886681098,1
1245,Soraa,Soraa,Soraa,5.0,Soraa - Official Site,21,,soraa.com/,22,1,1,0,0,5,1242,0,1,0,1,228.0,FirmSize.EU_MEDIUM_FIRM,1,53.0,759481.0,14329.8301886792,1978.0,162.0,3.0,1.01234567901235,1.0,2.6666666666666696,4.33333333333333,1.0,1,1,5.093750200806762,5.43372200355424,1
1246,Soraa Laser Diode,Soraa Laser Diode,Soraa Laser Diode,17.0,SLD Laser  The Future of Light Delivered,40,,soraalaser.com/,23,1,1,0,0,5,1243,1,0,0,1,228.0,FirmSize.EU_MEDIUM_FIRM,1,9.0,38090.0,4232.222222222221,2014.0,72.0,5.0,1.0,1.0,3.27777777777778,3.0,1.0,1,1,4.290459441148391,5.43372200355424,1
1247,Southwest Research Institute,Southwest Research Institute,Southwest Research Institute,28.0,Southwest Research Institute,28,,swri.org/,21,1,3,0,0,5,1244,1,0,0,1,2683.0,FirmSize.LARGE_FIRM,0,204.0,1367122.0,6701.57843137255,1976.0,895.0,4.0,1.02011173184358,1.0,2.37541899441341,3.25,1.0,1,1,6.79794041297493,7.895063498091573,1
1248,SPC International,SPC,SPC,3.0,St. Petersburg College - Official Site,38,1.0,spc-intl.com,25,2,0,0,0,0,1128,0,1,0,1,12.0,FirmSize.SMALL_FIRM,1,8.0,23347.0,2918.375,1992.0,24.0,1.0,1.0,1.0,2.1666666666666696,2.0,1.0,1,1,3.2188758248682006,2.5649493574615367,1
1249,SPICE SOLAR,SPICE SOLAR,SPICE SOLAR,11.0,Home - Spice Solar,18,,spicesolar.com/,26,1,2,0,0,5,1129,0,1,0,1,4.0,FirmSize.MICRO_FIRM,1,24.0,221317.0,9221.54166666667,2016.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1,1,0.6931471805599453,1.6094379124341003,1
1250,SRG Global,SRG Global,SRG Global,10.0,SRG Global - Official Site,26,,srgglobal.com/,25,1,2,0,0,5,1130,0,0,1,1,10700.0,FirmSize.LARGE_FIRM,0,22.0,85203.0,3872.86363636364,2013.0,8.0,1.0,1.0,1.0,1.875,1.0,1.0,1,1,2.1972245773362196,9.278092474027002,1
1251,St. Jude Medical,St Jude Medical,St Jude Medical,15.0,St. Jude Medical - Official Site,32,,sjm.com/,19,1,3,1,0,5,1245,0,0,1,1,11657.0,FirmSize.LARGE_FIRM,0,25.0,383636.0,15345.44,1976.0,488.0,1.0,1.00819672131148,1.0,2.70286885245902,4.0,1.0,1,1,6.192362489474872,9.363747918605496,1
1252,St. Microelectronics Inc.,St Microelectronics,St Microelectronics,19.0,Home - STMicroelectronics - st.com,34,,st.com/content/st_com/en.html,41,1,2,0,0,4,1246,1,0,0,1,23546.0,FirmSize.LARGE_FIRM,0,1.0,24857.0,24857.0,1998.0,16.0,1.0,1.25,2.0,2.25,5.0,1.0,1,1,2.833213344056216,10.066753702794923,1
1253,Stablcor Technology,Stablcor Technology,Stablcor Technology,19.0,"Welcome to STABLCOR TECHNOLOGY, INC.",36,,stablcor.com/,20,1,2,0,0,5,1247,1,0,0,1,5.0,FirmSize.MICRO_FIRM,1,9.0,9163.0,1018.11111111111,2012.0,5.0,1.0,1.0,1.0,1.8,2.0,1.0,1,1,1.791759469228055,1.791759469228055,1
1254,STANDARD ALCOHOL COMPANY OF AMERICA,STANDARD ALCOHOL COMPANY OF AMERICA,STANDARD ALCOHOL COMPANY OF AMERICA,35.0,standardalcohol,15,,standardalcohol.com/#!,34,1,2,0,0,3,1131,0,0,1,1,12.0,FirmSize.SMALL_FIRM,1,3.0,1577697.0,525899.0,2005.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,1,1,1.9459101490553132,2.5649493574615367,1
1255,Stanley Electric Co.,Stanley Electric Co,Stanley Electric Co,19.0,"STANLEY ELECTRIC CO.,LTD.",25,,stanley.co.jp/e/,28,1,3,0,0,5,1248,1,1,0,2,16344.0,FirmSize.LARGE_FIRM,0,13.0,32385.0,2491.1538461538503,1976.0,993.0,5.0,1.11581067472306,1.0,2.48237663645519,2.0,1.0,1,1,6.901737206656574,9.70167731915831,2
1256,Star Technology and Research,Star Technology and Research,Star Technology and Research,28.0,Star Technology and Research,28,,star-tech-inc.com/,29,1,4,0,0,4,1249,0,1,0,1,2784.0,FirmSize.LARGE_FIRM,0,12.0,72147.0,6012.25,2005.0,4.0,1.0,1.0,1.0,1.25,1.0,1.0,1,1,1.6094379124341003,7.932003152361385,1
1257,Starlight Energy Holdings LLC,Starlight Energy Holdings,Starlight Energy Holdings,25.0,StarlightEnergy - Home,22,,starlightenergy.us/,30,1,2,0,1,5,1250,0,1,0,1,1970.0,FirmSize.LARGE_FIRM,0,3.0,13467.0,4489.0,2016.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1,1,0.6931471805599453,7.58629630715272,1
1258,Starsource Scientific LLC,Starsource Scientific,Starsource Scientific,21.0,Starsource-Professional developer and manufacturer,50,,starsource.com/about/?41.html,40,1,1,0,0,5,1251,0,1,0,1,2.0,FirmSize.MICRO_FIRM,1,13.0,23652.0,1819.38461538462,2016.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1,1,0.6931471805599453,1.0986122886681098,1
1259,STATS ChipPAC,STATS ChipPAC,STATS ChipPAC,13.0,STATS ChipPAC Ltd - Official Site,33,,statschippac.com/,28,1,2,0,0,5,1132,1,0,0,1,3535.0,FirmSize.LARGE_FIRM,0,42.0,275417.0,6557.547619047621,2005.0,1553.0,16.0,1.0032195750161,1.0,3.10624597553123,3.6875,1.0,1,1,7.348587530927593,8.170751423757535,1
1260,STMicroelectronics Limited,STMicroelectronics Limited,STMicroelectronics Limited,26.0,Home - STMicroelectronics - st.com,34,,st.com/content/st_com/en.html,41,1,1,0,0,5,1133,1,0,0,1,23546.0,FirmSize.LARGE_FIRM,0,9.0,239249.0,26583.2222222222,2000.0,393.0,2.0,1.07379134860051,1.0,1.87277353689567,2.0,1.0,1,1,5.976350909297934,10.066753702794923,1
1261,STMicroelectronics S.A.,STMicroelectronics SA,STMicroelectronics SA,21.0,Home - STMicroelectronics - st.com,34,,st.com/content/st_com/en.html,41,1,1,0,0,5,1134,1,1,1,3,23546.0,FirmSize.LARGE_FIRM,0,,,,1997.0,7635.0,27.0,1.13569089718402,1.48148148148148,2.4382449246889304,3.18518518518519,1.0,1,0,8.940629184845639,10.066753702794923,3
1262,Stora Enso Oyj,Stora Enso Oyj,Stora Enso Oyj,14.0,Home I Stora Enso,17,,storaenso.com/,26,1,2,0,0,5,1252,1,0,0,1,25657.0,FirmSize.LARGE_FIRM,0,38.0,2911510.0,76618.6842105263,2001.0,83.0,3.0,1.2289156626506001,1.33333333333333,3.9397590361445802,7.0,1.0,1,1,4.430816798843313,10.152610692809285,1
1263,Stratasys,Stratasys,Stratasys,9.0,Stratasys - Official Site,25,,stratasys.com/,25,1,1,0,0,5,1253,1,0,0,1,1440.0,FirmSize.LARGE_FIRM,0,48.0,377200.0,7858.33333333333,1992.0,228.0,1.0,1.00438596491228,1.0,2.7587719298245603,5.0,1.0,1,1,5.43372200355424,7.273092595999522,1
1264,Strategic Solar Energy,Strategic Solar Energy,Strategic Solar Energy,22.0,Home | PowerParasol,19,,powerparasol.com/,25,1,0,0,0,5,1254,0,1,0,1,7.0,FirmSize.MICRO_FIRM,1,15.0,60900.0,4060.0,2014.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1,1,1.0986122886681098,2.0794415416798357,1
1265,Suganit Systems,Suganit Systems,Suganit Systems,15.0,SuGanit Systems Inc,19,,suganit.com/,19,1,2,0,0,5,1255,0,1,0,1,4.0,FirmSize.MICRO_FIRM,1,,,,1977.0,6.0,1.0,1.5,2.0,3.6666666666666696,4.0,1.0,1,0,1.9459101490553132,1.6094379124341003,1
1266,Sumco Corporation,Sumco,Sumco,5.0,Sumco LLC - Home,16,,sumco.com/,22,2,1,0,0,5,1256,1,1,0,2,7795.0,FirmSize.LARGE_FIRM,0,8.0,19373.0,2421.625,1976.0,396.0,8.0,1.08080808080808,1.125,2.60606060606061,3.0,1.0,1,1,5.983936280687191,8.961366060627451,2
